Place ID,Name,Address,City,State,Zip,Phone,URL,Description,Type,Picnic,Family Friendly,Requires Reservations,Tasting Fee,Monday Open,Monday Close,Tuesday Open,Tuesday Close,Wednesday Open,Wednesday Close,Thursday Open,Thursday Close,Friday Open,Friday Close,Saturday Open,Saturday Open,Sunday Open,Sunday Close,Photos,Snugabug Pick
WIN45,Kunde Family Estate,9825 Sonoma Hwy,Kenwood,CA,95452,707-282-1537,www.kunde.com,"For over a century, five generations of the Kunde Family have farmed our 1,850 acre-estate in the heart of Sonoma Valley—a truly remarkable legacy in the modern age of California winemaking. Today, Kunde Family Winery is still family owned and operated with a hands-on team of 4th and 5th generation family members at the helm. They focus on Sauvignon Blanc, Viognier and Chardonnay for the white wines, and Merlot, Syrah, Barbera, Zinfandel and Cabernet Sauvignon for the red wines. They offer three unique tasting experiences at their visitor's center: Main Tasting Room Bar, 202 Lounge and the Kinneybrook Room. The grounds are very beautiful, well taken care of, and there is a nice picnic area outside for those looking to picnic.",Wineries,Y,Y,Y,Y,10:30,17,10:30,17,10:30,17,10:30,17,10:30,17,10:30,17,10:30,17,Y,
WIN46,Landmark Vineyards,101 Adobe Canyon Rd,Kenwood,CA,95452,707-833-0218,landmarkwine.com,"Landmark Vineyards is located at the foothills of the Mayacamas Mountains on the corner of Highway 12 and Adobe Canyon Road in Sonoma Valley. The winery, which produces 27,000 cases annually, is housed in a modest, mission-style building set on 11 acres of vineyards. The winery has a pond-side picnic area, as well as a professional bocce court. They offer daily tastings featuring Landmark’s signature wines as well as small-production, winery-only chardonnays and pinot noirs.",Wineries,Y,Y,N,Y,10,17,10,17,10,17,10,17,10,17,10,17,10,17,Y,
WIN47,Ledson Winery & Vineyards,7335 Sonoma Hwy,Kenwood,CA,95452,707-537-3810,www.ledson.com,"Ledson Winery & Vineyards is located in the heart of Sonoma Valley, a short one hour drive north of San Francisco. The 16,000 square foot French Normandy winery is known as ""The Castle"". In 1997 the family released its first wine, the 1994 Ledson Estate Merlot and in 1999 after two years of reconstruction, the winery opened its doors to the public.  Now the Ledson family specializes in small lots of hand-crafted wines reflecting California's uniquely diverse terroir. Visitors can taste the hand-crafted varietal wines in several beautifully appointed tasting rooms. The back patio area with the fountain and picnic benches is perfect for sharing quality time with family and friends.",Wineries,Y,Y,N,Y,10,17,10,17,10,17,10,17,10,17,10,17,10,17,Y,
WIN48,St. Anne's Crossing Winery,8450 Sonoma Hwy,Kenwood,CA,95452,707-598-5200,stannescrossing.com,"St. Anne’s Crossing is the latest addition to the Wilson Artisan Wine Family and is perfectly situated in the heart of Sonoma Valley.  On site, in a scenic vineyard setting, is a lovely winery guest house, with magnificent view of the Mayacamas Mountains that is available for rent. St. Annes crossing shares a property/tasting room with nakedwines.com . They specialize in zinfandels and have a wide selection. ",Wineries,Y,Y,N,Y,11,17,11,17,11,17,11,17,11,17,11,17,11,17,Y,
WIN49,Boaventura de Caires Vineyard,9309 Tesla Rd,Livermore,CA,94550,(925) 606-9672,boaventuravineyard.com,"BoaVentura de Caires Winery is dedicated to creating delectable, approachable wines for every household. Their grapes are hand-picked by family members and friends, and they take pride in their wine crafting. Their estate offers spectacular views of rolling hills stretched out among painted skies, creating the perfect setting for growing the most delectable yet unpretentious wines. The winery is a family run winery in a casual setting.  Great place to bring a picnic, taste some wine and even play a little bocce.",Wineries,Y,Y,Y,Y,,,,,,,,,,,12,16,12,16,Y,
WIN50,Ross Vineyards & Winery,17520 Oak Glen Ave,Morgan Hill,CA,95037,(408) 779-4599,www.santaclarawines.com/ross-vineyards-and-winery,"Fort Ross Vineyard consists of 32 small mountain vineyard blocks that cling to the sunny coastal mountain ridges overlooking the ocean. Less than a mile from the Pacific Ocean, Fort Ross Vineyard is one of the closest to the ocean in all of California. High on the coastal ridges, the Fort Ross Vineyard produces limited quantities of Estate grown, single vineyard, cool climate Pinot Noir, Chardonnay and Pinotage. Their tasting room is open to the public seven days a week and is overlooks the majestic Pacific Ocean, and is surrounded by forests and meadows.",Wineries,N,Y,N,,,,,,,,,,,,12,17,12,17,Y,
WIN51,Emmalily Vineyards,2105 Dahlberg Dr,Morgan Hill,CA,95037,(408) 655-9197,emmalilyvineyards.com,"EmmaLily Vineyards is a small family run winery located in Morgan Hill. Since their first harvest in 2007, they have been making hand crafted, small lot Cabernet Sauvignons, Meritage and Cabernet Franc wines. They bottle around 250 – 400 cases annually, limiting distribution to only wine club members and select retail establishments. The boutique-style winery is open every first and third weekend of the month from 1pm - 5pm.",Wineries,Y,Y,,N,,,,,,,,,,,13,17,13,17,Y,
WIN52,William Hill Estate,1761 Atlas Peak Road,Napa,CA,94558,(707) 265-3024,www.williamhillestate.com,William Hill Estate Winery carries forward a 30-year philosophy of crafting elegant Napa Valley wines. 140-acres of Estate-owned vineyards surround the contemporary winemaking facility. Their tasting is by appointment only and fees range from$15-25. The winery has breathtaking views which you can enjoy with a picnic lunch.,Wineries,Y,Y,Y,Y,10,17,10,17,10,17,10,17,10,17,10,17,10,17,Y,
WIN53,Monticello Vineyards,4242 Big Ranch Road,Napa,CA,94558,(707) 253-2802,www.corleyfamilynapavalley.com,Located in the heart of the valley floor between Napa and Yountville the Monticello Vineyard is modeled after Thomas Jeffersons's house and the winery is in a basement room. They have a few memorabilia in the tasting room which is pretty small. You can take a two hour tasting tour showing you what it takes to make wine. Tasting is by appointment but you can just buy a bottle and enjoy it on the premises pretending that you’re in the south on a plantation.,Wineries,Y,Y,N,Y,10,16:30,10,16:30,10,16:30,10,16:30,10,16:30,10,16:30,10,16:30,Y,
WIN54,Pine Ridge Vineyards,5901 Silverado Trail,Napa,CA,94558,(707) 253-7500,www.pineridgevineyards.com,"Established in 1978, Pine Ridge wines were inspired by the wines of Bordeaux. They produce well-known Cabernet Sauvignon, Cabernet Franc, Malbec and Petit Verdot. The Estate’s 200-acres span over five renowned Napa Valley appellations – Stags Leap District, Rutherford, Oakville, Carneros and Howell Mountain. The tasting room is little but nice, and each wine was accompanied by the perfect bite.  The bite-size food for the pairing is prepared in-house and resembles the kind of food you expect to get in a fine dining establishment.  The grounds are beautiful and relaxing with a few picnic tables and you are allowed to bring your own food.  ",Wineries,Y,Y,Y,Y,10:30,16:30,10:30,16:30,10:30,16:30,10:30,16:30,10:30,16:30,10:30,16:30,10:30,16:30,Y,
WIN55,Kieu Hoang Winery,1285 Dealy Lane,Napa,CA,94559,(707) 253-1615,www.kieuhoangwinery.com,"Kieu Hoang winery inherited the wine making of the Mondavi family to combine with state-of-the-art technology in fermentation to filtration and the use of yeast in making a wine from both Old World of the best-known Verona, Italy to the New World emerging reputation of Napa Valley, California. The back patio has an incredible scenic view of the grapevines. Seated tables are available for use with a tasting or bottle purchase, but you need to bring your own food because none is sold here. ",Wineries,Y,Y,Y,Y,,,,,,,,,10,17,10,17,10,17,Y,
WIN56,Bouchaine Vineyards,1075 Buchli Station Road,Napa,CA,94559,(707) 252-9065,www.bouchaine.com,"Bouchaine is the oldest continuously operating winery in the Carneros District. They are a privately-owned boutique winery producing 22,000 cases per year. You can enjoy the fabulous Carneros views, have a tour, and enjoy some wine with lunch (that you can bring) on a reserve table on the deck. Time permits, you can even watch the sun hit the rolling hills rowed with grapes from the gorgeous wood patio.",Wineries,Y,Y,Y,Y,10:30,17:30,10:30,17:30,10:30,17:30,10:30,17:30,10:30,17:30,10:30,17:30,10:30,17:30,Y,Y
WIN57,Clos du Val,5330 Silverado Trail,Napa,CA,94558,(707) 261-5200,www.closduval.com,"Clos Du Val winery was founded in 1972. They offer great Pinot noir and Chardonnay.  The grounds of Clos Du Val are beautiful and perfect for a picnic.  Cabanas are reserved for club members, but you can get a picnic table from the front or the side, bring some cheese or a food basket before you get there, purchase a bottle and you got yourself a picnic.",Wineries,Y,N,Y,Y,10,17,10,17,10,17,10,17,10,17,10,17,10,17,Y,
WIN58,Madonna Estate,5400 Old Sonoma Road,Napa,CA,94559,(707) 255-8864,www.madonnaestate.com,The Bartolucci Family has been producing wine in the Madonna Estate since 1922. They concentrate on organically grown grapes and Estate Bottled wines combining traditional and modern winemaking techniques. The tasting room is small but they have three different picnic areas. You can buy some wine and enjoy lunch outside.,Wineries,Y,Y,N,Y,10,17,10,17,10,17,10,17,10,17,10,17,10,17,Y,
WIN59,Silenus Vintners,5225 Solano Avenue,Napa,CA,94558,(707) 299-3930,www.silenusvintners.com,"Nestled in the heart of Napa Valley’s Oak Knoll District, Silenus Vintners offers winemakers and vineyard owners the unique opportunity to produce their wines in Silenus Vintners facility. They are currently home to fifteen boutique wineries that collectively produce more than 30 wines all of which are represented in their joint tasting room. The tasting room is nice and the facilities are clean. The grounds are beautiful and they have some picnic tables outside. Open daily by appointment.",Wineries,Y,Y,Y,Y,10,16,10,16,10,16,10,16,10,16,10,16,10,16,Y,
WIN60,Fontanella Family Winery,1721 Partrick Road,Napa,CA,94558,(707) 252-1017,www.fontanellawinery.com,"Fontanella Family winery processes approximately 200 tons of grapes each year and approximately 3,000 cases annually, consisting of Cabernet Sauvignon, Zinfandel and Chardonnay. The road that takes you to Fontanella is a beautiful display of nature. They feature private tastings paired with carefully crafted bites in their sunny tasting room. Picnic tables are available for use with a tasting or bottle purchase, you might have to share food with the staff if it looks good. ",Wineries,Y,Y,Y,Y,10,16,10,16,10,16,10,16,10,16,10,16,10,16,Y,
WIN61,Regusci Winery,5584 Silverado Trail,Napa,CA,94558,(707) 254-0403,www.regusciwinery.com,"Regusci Winery started in 1932 with the purchased the home ranch. Today, they farm over 2,230 acres of vineyards and have their own winery that produces 6,500 cases of Estate Regusci wines. The patio area is a great place to relax and enjoy the view of the valley. You can also take advantage of their beautiful grounds, and enjoyed a picnic lunch with your wine tasting.",Wineries,Y,Y,Y,Y,10,17,10,17,10,17,10,17,10,17,10,17,10,17,Y,
WIN62,Ahnfeldt Wines,1245 Main Street,Napa,CA,94559,(707) 927-5864,ahnfeldtwines.com,"Ahnfeldt wines are only using grapes from their vineyards which are developed, planted, and nurtured by the family. The wine tasting is offered in Uncorked at Oxbow, an historic building in downtown Napa, where guests can enjoy wine, music, food, and education. Activities include barrel tastings, blending seminars, food and wine pairings, and bi-monthly open mic sessions. The tasting room, located in downtown Napa, has picnic tables that are available to customers on a first come first serve basis.",Wineries,Y,Y,N,Y,11,18,11,18,11,18,11,18,11,18,11,18,11,18,Y,
WIN63,Farella Vineyard,2222 North 3rd Avenue,Napa,CA,94558,(707) 254-9489,farella.com,"Farella is a small, family-run vineyard and winery estate located inthe heart of the Coombsville-Napa Valley and set against the Vaca Mountains just east of the town of Napa. A total of 1800 cases are now made at Farella Vineyard divided between Merlot, Cabernet Sauvignon, Syrah, Sauvignon Blanc and albec. The winery is open for tastings by appointment only most days. The visits are private, and usually hosted by the winemaker. Tastings cost $20 per person (credited to onsite purchases of 6 bottles or more).",Wineries,Y,N,Y,Y,,,,,,,,,,,,,,,Y,
WIN64,Krupp Brothers,3267 Soda Canyon Road,Napa,CA,94558,(707) 226-2215,www.kruppbrothers.com,"Krupp Brothers Winery is a limited production from the Stagecoach Vineyard. They specialize in Bordeaux and Rhone varietals selected from some of the best blocks of their mountainous, rocky vineyards.   They offer visitors a Stagecoach Vineyard excursion, a ride in a four-wheel drive to experience the rustic and wildly beautiful Stagecoach Vineyard. While tasting wines, you can savor a view that spans the Napa Valley and on a clear day, stretches to the San Francisco Bay.",Wineries,N,N,Y,Y,11,18,11,18,11,18,11,18,11,18,11,18,11,18,Y,
WIN65,Cuvaison Estate Wines,4550 Silverado Trail North,Calistoga,CA,94515,(707) 942-2468,www.cuvaison.com,"Established in 1969, Cuvaison is a Napa Valley estate vineyard and winery that produces Chardonnay and Pinot Noir grown exclusively on its certified sustainable vineyard in Carneros, Napa Valley. The family also owns Brandlin Vineyard, a leading producer of Cabernet Sauvignon and Zinfandel from Mount Veeder.  You can enjoy both Cuvaison and Brandlin wines on your tasting flight either in the Calistoga Tasting Room North Napa Valley or Carneros Tasting Room South Napa Valley. Both locations offer a beautiful setting, but only the Calistoga location has picnic tables. Picnic tables are available for customers only, so bring your lunch and enjoy yourself. ",Wineries,Y,Y,Y,Y,10,16,10,16,10,16,10,16,10,16,10,16,10,16,Y,
WIN66,Reid Family Vineyards,1020 Borrette Ln,Napa,CA,94558,(707) 252-3195,reidfamilyvineyards.com,Reid Family Vineyards was founded in 1992 with the planting of a small Napa Valley vineyard in the foothills of Mt. Veeder. The estate was originally homesteaded in 1880 as a prune ranch and the original barn still remains as a silent reminder of that era. The wine is made using traditional French barrel-to-barrel racking techniques without filtration or fining. They offer a “Bottle a Barrel” program. For a set price per bottle – you can reserve a day and they will oversee the production of one barrel of wine which is then bottled and yours to take home. ,Wineries,N,Y,Y,Y,9,17,9,17,9,17,9,17,9,17,9,17,9,17,Y,
WIN67,Acacia Vineyard,2750 Las Amigas Rd,Napa,CA,94559,(707) 226-9991,www.acaciavineyard.com,"Acacia Vineyard sits on a hilltop two miles from San Pablo Bay in the heart of Napa Valley’s Carneros appellation, with views encompassing the entire San Francisco Bay Area. As a premier Napa Valley Winery, Acacia offer an excellent selection of wines accompanied with this beautiful scenery. The wine tasting is done in the standing tasting bar, but you can then relax or have a picnic lunch outside on the picnic benches. ",Wineries,N,Y,Y,Y,10,16,10,16,10,16,10,16,10,16,10,16,12,16,Y,
WIN68,Black Stallion Winery,4089 Silverado Trail,Napa,CA,94558,(707) 253-1400,www.blackstallionwinery.com,"Located on a picturesque stretch of the Silverado Trail, the Black Stallion estate recalls the rustic charm of early California. The estate property is framed by century-old olive trees and landscaped with natural grasses and Mediterranean plants. The winery grounds are surrounded by estate vineyards, planted with three different clones of cabernet sauvignon as well as Malbec. Guests can sample Black Stallion Estate Winery wines in the tasting bar or relax on the terrace aside two trickling fountains. The winery also offers a variety of private event opportunities, including private tours and tastings, lunches and dinners.",Wineries,N,Y,N,Y,10,17,10,17,10,17,10,17,10,17,10,17,10,17,Y,
WIN69,Jamieson Ranch Vineyards,1 Kirkland Ranch Rd,Napa,CA,94558,(707) 254-8673,www.jamiesonranch.com,"Jamieson Ranch Vineyards is the southernmost winery in the Napa Valley.  The estate’s more than 300 acres of gently rolling hills and terraced vineyards benefit from the cooling fog and breezes from the nearby San Pablo Bay, climatic conditions that favor the production of exceptional Pinot Noir and Chardonnay. The vineyard is nice with a rustic, cabin look. There is a large chandelier in the main tasting room that adds a nice touch. It is a ranch so they often walk around with miniature horses that are trained to be therapy horses for special needs children.",Wineries,N,Y,Y,Y,10,17,10,17,10,17,10,17,10,17,10,17,10,17,Y,
WIN70,Artesa Vineyard and Winery,1345 Henry Rd,Napa,CA,94559,(707) 224-1668,www.artesawinery.com,"Artesa Winery sits high into a hilltop with panoramic views of Napa Valley and San Francisco Bay.  Owned by the Raventos family of Spain, whose winemaking history dates to the mid-sixteenth century, the winery takes its name from the Catalan word for ""handcrafted."" Today, Artesa focuses on producing small lots of Chardonnay, Pinot Noir, Merlot and Cabernet Sauvignon. Their Tasting Room and retail sales area are located at the south end of the salon. Past the larger tasting area, there is an outdoor patio with chairs and tables with a view of the valley where you can enjoy your picnic basket. The landscape is amazing with lots of room for children to run around.",Wineries,N,Y,N,Y,10,17,10,17,10,17,10,17,10,17,10,17,10,17,Y,
WIN71,Holman Cellars,190 Camino Oruga #9,Napa,CA,94558,707.287.7557,www.holmancellars.com,"Holman Cellars began as a wine project in a horse barn. As the wines resulted in resounding success, production began to grow and more varietals were vinified. Now Holman Cellars is a family owned micro winery where all wine production is onsite. Visits are by appointment, tasters can sit in the barrel room and sample wines both in bottle and those still in barrel.",Wineries,N,Y,Y,Y,10,16,10,16,10,16,,,10,16,10,16,,,Y,
WIN72,Judd's Hill Winery,2332 Silverado Trail,Napa,CA,94558,(707) 255-2332,www.juddshill.com,"Judd's Hill is owned and operated by two generations of the Finkelstein family. The family has been making wine in Napa Valley since the 1970's and continues to produce signature wines. that are fruit-driven, concentrated and just simply delicious. They limit our annual production to less than 3,000 cases. In 2006 construction was completed on their new winery located at the southern end of the Silverado Trail. Judd's Hill has been certified as one of the first Napa Valley Green Wineries by the Napa Valley Vintners. They offer visitors a sit down wine tasting with a spectacular view especially when the sun is setting.",Wineries,N,Y,Y,Y,10,16,10,16,10,16,10,16,10,16,10,16,10,16,Y,
WIN73,Signorello Estate,4500 Silverado Trail,Napa,CA,94558,(707) 255-5990,signorelloestate.com,"Signorello Estate, located on the Silverado Trail in Napa Valley, produces premium Napa Valley limited production wines including Cabernet Sauvignon and Syrah. Visitors experience a short walking tour of our vineyard and crush pad prior to a seated tasting our wines. They believe that all wine and food is made substantially better and more memorable when carefully matched with each other. Equipped with a full-sized professional kitchen stocked with gourmet meats, artisan cheeses and vegetables fresh from their gardens, they create special dishes to bring out the subtle nuances in the wines. The view on the outdoor patio with the infinity pool overlooking the vineyard is spectacular.",Wineries,N,Y,Y,Y,10,17,10,17,10,17,10,17,10,17,10,17,10,17,Y,
WIN74,Hess Collection,4411 Redwood Rd,Napa,CA,94558,(707) 255-1144,www.hesscollection.com,"The Hess Collection was founded by Swiss entrepreneur Donald Hess, who first purchased vineyards on Mount Veeder in 1978. . Located in the historic stone winery originally constructed in 1903 the winery first opened to the public in 1989. The winery is best known for its flagship Mount Veeder Cabernet Sauvignon and Chardonnay wines.  It offers visitor fine wine, culinary and free access to Donald Hess’ extensive private contemporary Art Museum. The grounds are beautiful, with a nice courtyard enclosed in brick walls and a koi pond. There are a few tables underneath hanging vines where you can picnic and observe the abstract sculptures.",Wineries,N,Y,N,Y,10,17:30,10,17:30,10,17:30,10,17:30,10,17:30,10,17:30,10,17:30,Y,
WIN75,Bourassa Vineyards,190 Camino Oruga,Napa,CA,94558,(707) 254-4922,www.bourassavineyards.com,"Bourassa Vineyards is devoted mostly to the five Bordeaux varietals: Cabernet Franc, Cabernet Sauvignon, Malbec, Merlot, and Petit Verdot. Bourassa Vineyards maintains one of Napa’s most distinguished and intimate wine tasting rooms. A luxurious private lounge where you are guided through the range and depth of their winning vintages in a comfortable and inviting atmosphere.",Wineries,N,Y,Y,Y,,,10,15:30,10,15:30,10,15:30,10,15:30,10,15:30,,,Y,
WIN76,Hopper Creek Winery,6204 Washington St,Yountville,CA,94558,(707) 944-2139,www.hoppercreek.com,"Hopper Creek Winery is located in the southern region of Napa County. Yountville is a popular destinations and home to the French Laundry — widely touted as the best restaurant in the U.S. — and other top restaurants including Bistro Jeanty, Bouchon, and Redd. The six-acre Yountville vineyards produce about 3.5 tons of Cabernet Sauvignon and Merlot per acre annually. They purchase additional super-premium grapes from top growers in Sonoma County to round up their portfolio with Chardonnay, Zinfandel, and Petite Syrah. During a visit to the winery you can bring a picnic lunch which you can enjoy at the picnic tables overlooking the vineyards.",Wineries,N,Y,Y,Y,12,17,12,17,12,17,12,17,12,17,12,17,12,17,Y,
WIN77,Palmaz Vineyards,4029 Hagen Rd,Napa,CA,94558,(707) 226-5587,www.palmazvineyards.com/winery.cfm,"The Palmazes bought a forgotten stone winery, a fine old house badly in need of renovation, and acres of land that had once produced fine Napa wines. The little valley had been the site of Cedar Knoll Vineyard and Winery, founded in 1881 by Henry Hagen, one of Napa Valley's pioneer winemakers. Today, the vineyards are burgeoning, the restored Hagen house is a family home again, and the winery has been reinvented. Palmaz Vineyards conducts private tour and tastings by appointment only. The tour consists of a walkthrough of several levels of the cave where they show how the wines are made using gravity-flow winemaking methods.",Wineries,N,Y,Y,Y,10,17,10,17,10,17,10,17,10,17,10,17,10,17,Y,
WIN78,Turnbull Wine Cellars,8210 St Helena Hwy,Oakville,CA,94562,(707) 963-5839,www.turnbullwines.com,"Turnbull has been rooted in the culture and history of the Napa Valley for more than 35 years. They operate the family business from the original estate winery in Oakville where they produce their enduring Cabernet Sauvignon. The winery contains a world-class gallery that is open to the public and features a rotating collection, twice a year, of historic black and white photography by a plethora of famous artists, including such notables as Berenice Abbott, Ansel Adams, Margaret Bourke White, Dorothea Lange, Herb Ritts and more. You can enjoy a stroll through the pairing garden, relax by the fire pit, or take in the incredible view of the Napa Valley.",Wineries,N,Y,N,Y,10,17,10,17,10,17,10,17,10,17,10,17,10,17,Y,
WIN79,Pope Valley Winery,6613 Pope Valley Road,Pope Valley,CA,94567,(707) 965-1246,www.popevalleywinery.com,"Pope Valley Winery is located in a relaxing natural setting. The original farmhouse still graces the property, as well as a blacksmith's workshop, complete with tools of the trade. The tasting room is welcoming offering a number of limited productions, winery only releases. They offer an array of specialty tastings & tours. You can walk around and enjoy the outdoors, hear the sounds of nature, birds, and the wind, drink wine and have a picnic.  The drive up from downtown is easy with beautiful scenery.",Wineries,Y,Y,N,Y,10,17,10,17,10,17,10,17,10,17,10,17,10,17,Y,
WIN80,Portola Vineyards,850 Los Trancos Rd,Portola Valley,CA,94028,(650) 332-4959,www.portolavineyards.com,"Since 2005 Portola winery has been producing hand-crafted vintages in small batches. Sitting at an elevation of 540 feet, the vineyard enjoys the region’s coastal fog, its abundant sun, and it’s cool, dry nights. The wines are made under kosher supervision from grapes that are certified organic are hand farmed.  Most of the 300 case-per-year production is sold in Portola Valley and the surrounding cities. As a small winery they can only host groups of 5 or less. Advance reservations for wine visits are required.  During the summers they host concert series and have great picnic areas.",Wineries,Y,Y,Y,Y,,,,,,,,,,,,,,,Y,
WIN81,Rutherford Hill Winery,200 Rutherford Hill Road,Rutherford,CA,94573,(707) 963-1871,www.rutherfordhill.com/,You can enjoy a glass of wine accompanied by one of the best views in wine country at the Rutherford Hill Winery.  Their picnic table is overlooking the beautiful Napa Valley but their new policy requires that buy 3 bottles for $100 to get access to a picnic table. In the fall there are beautiful colors and big amazing roses! The parking lot sits right on an amazing viewpoint of the area. And not too far away is Rutherford Grill - a great place to grab a bite after you visit. Reservations are required for 8 or more.,Wineries,Y,Y,Y,Y,10,17,10,17,10,17,10,17,10,17,10,17,10,17,Y,
WIN82,Sullivan Vineyards,1090 Galleron,Rutherford,CA,94573,(707) 963-9646,www.sullivanwine.com,"Sullivan Vineyards is a boutique Napa Valley winery located in the Rutherford Appellation. It produces mostly Cabernet Sauvignon, Merlot and Bordeaux style blends. They offer a variety of tastings and tasting tours. Reservations are required. They have a beautiful courtyard with nice trees and a little pond nearby. Picnic tables are available and you're free to bring your own food, but a tasting or a bottle purchase is required.",Wineries,Y,Y,Y,Y,10,17,10,17,10,17,10,17,10,17,10,17,10,17,Y,
WIN83,Alpha Omega Winery,1155 Mee Lane,Rutherford,CA,94573,(707) 963-9999,www.aowinery.com,"Alpha Omega is located in legendary Rutherford in the heart of Napa Valley and is one of Napa's newest boutique wineries. Surrounded by vineyards and mountains, the beauty of this rustic, farm-style winery is captivating. Their outdoor patio is great to sip your wine while enjoying the afternoon. Wine tasting ranges from $30-$50 depending on your selection. In addition to the friendly staff and ambiance, they are pet friendly, so both children and puppies are welcome.",Wineries,Y,Y,N,Y,10,18,10,18,10,18,10,18,10,18,10,18,10,18,Y,
WIN84,Sequoia Grove Vineyards,8338 St. Helena Hwy.,Rutherford,CA,94573,(707) 944-2945,www.sequoiagrove.com,"Sequoia Grove is a family-owned winery founded in 1979 in a 110-year old barn beneath a grove of Sequoia trees in Rutherford, Napa Valley. Their tasting room originally served as a hay barn and once housed the entire original Sequoia Grove Winery operations.  They have a peaceful garden area to walk around and relax in when you're not drinking. Or enjoy a peaceful picnic at one of their picnic tables overlooking the sequoia trees. A reservation and tasting is required to utilize the picnic tables. Contact Vicki at extension 111 to do this. Note each person in the party would be required to do the tasting in order to utilize the picnic tables.",Wineries,Y,Y,Y,Y,10:30,17,10:30,17,10:30,17,10:30,17,10:30,17,10:30,17,10:30,17,Y,
WIN85,Grgich Hills Estate,1829 St Helena Hwy,Rutherford,CA,94573,(707) 963-2784,www.grgich.com,"Grgich Hills Estate is a winery located in Rutherford, California in the heart of the Napa Valley. The winery changed its name in 2006 when it first began producing only ""estate grown"" wines made from grapes grown exclusively in vineyards owned by the winery. This family-friendly winery welcomes walk-in visitors to their main tasting room where you are surrounded by oak barrels and the seductive aromas of wine. You can also enjoy a walking tour and tasting where you will discover the rich history of Grgich Hills Estate or relax and enjoy a private tasting overlooking the Rutherford.",Wineries,N,Y,N,Y,9:30,16:30,9:30,16:30,9:30,16:30,9:30,16:30,9:30,16:30,9:30,16:30,9:30,16:30,Y,
WIN86,St. Supery Estate Vineyards & Winery,8440 Saint Helena Highway,Rutherford,CA,94573,(707) 963-4507,www.stsupery.com,"St. Supéry Estate Vineyards & Winery is a family owned sustainably farmed winery in the famous Rutherford appellation. St. Supéry specializes in estate grown Sauvignon Blanc, Cabernet Sauvignon and Bordeaux varietal blends, with more than 500 acres of Napa Green certified vineyards. The Skalli family has planted their first vineyard in 1920 and carry this tradition on through the generations with their ownership of St. Supéry Estate today. The winery and art gallery are open daily 10 a. m. - 5 p.m. for tastings, tours, Interactive Wine Experiences and special events.",Wineries,N,Y,N,Y,10,17,10,17,10,17,10,17,10,17,10,17,10,17,Y,
WIN87,Honig Cellars,850 Rutherford Rd,Rutherford,CA,94573,(707) 963-5618,www.honigwine.com,"Honig Winery is a family run winery whose first commercial vintage dates to 1984. Patriarch Louis first purchased 68 acres 1964 and planted two varietals, Cabernet Sauvignon and Sauvignon Blanc. For a number of years the grapes from this property were sold to other area vintners. Their first vintage of Sauvignon blanc was made in 1981. Today their wines are sold in all 50 states as well as Asia, Europe, the Caribbean. The outside seating for the tasting is very welcoming and relaxed and you can bring a picnic lunch and your kids.",Wineries,N,Y,Y,Y,10,16:30,10,16:30,10,16:30,10,16:30,10,16:30,10,16:30,10,16:30,Y,Y
WIN88,Bottle Jack Wines,1088 La Madrona Dr,Santa Cruz,CA,95062,(831) 227-2288,bottlejackwines.com,"Bottle Jack is a small, family-run operation.  Family members help driving harvest trucks, crushing and fermenting the juice, working the bottling line and pouring wines for customers. You can taste the current releases in their winery among the barrels with an informal atmosphere on the 3rd Saturday of each month, from 12:00 – 4:00 pm. The winery is located 3 miles North Downtown Santa Cruz and features beautiful bay, and mountain views. ",Wineries,N,Y,N,Y,,,,,,,,,,,12,16,,,Y,
WIN89,Matanzas Creek Winery,6097 Bennett Valley Rd,Santa Rosa,CA,95404,800-590-6464,www.matanzascreek.com,"Founded in 1977, Matanzas Creek Winery was one of the Sonoma County pioneer wineries focused on created handcrafted premium quality wine. Located in the northwest corner of Sonoma Valley, Matanzas Creek's home is the Bennett Valley on the site of a former dairy. The scenic grounds showcase beautiful sculptures and a fragrant lavender garden with more than 4,500 plants. You can stroll the grounds, play a game of bocci or enjoy the picnic areas. Fee is waived with purchase from your tasting or by signing up to be a member of our wine club.",Wineries,Y,Y,N,Y,10,16:30,10,16:30,10,16:30,10,16:30,10,16:30,10,16:30,10,16:30,Y,
WIN90,Balletto Vineyards Winery,5700 Occidental Road,Santa Rosa,CA,95401,(707) 568-2455 x105,http://www.ballettovineyards.com/,"Balletto Vineyards is committed to growing and producing distinct, high quality wine from their Estate Vineyards located throughout Sonoma County’s famed Russian River Valley. They select 10% from many different clones and soil types to make their wine and sell the remaining 90% of their grapes to other wineries. They specialize in cool-climate Pinot Noir, Pinot Gris, Zinfandel, Chardonnay & others. Their property is simple but lovely to picnic in.",Wineries,Y,Y,N,Y,10,17,10,17,10,17,10,17,10,17,10,17,10,17,Y,
WIN91,D`Argenzio Winery,"1301 Cleveland Avenue, Suite A",Santa Rosa,CA,95401,(707) 546-2466,http://www.dargenziowine.com/,"Nestled in Sonoma County, D’Argenzio Winery is a boutique winery owned and operated by three generations of Italian Americans working together. The Santa Rosa’s urban boutique winery specializes in offering a selection of wines from Sonoma County’s most prestigious appellations as well as a unique collection of Italian Varietals. Each wine produced is a small lot, with less than 300 cases of each produced. You can visit their Sonoma County winery in Northern California or their Los Angeles Enoteca Wine Tasting Room in Southern California.",Wineries,Y,Y,N,Y,11,17,11,17,11,17,11,21,11,19,11,19,11,17,Y,
