Place ID,Place Name,Address,City,State,Zip,Phone,Website,Description,Paid,Category,Subcategory,Parking,Restroom,Change table,Stroller trail,Playground,Enclosed playground,"Material of playground floor (rubber, grass, dirt, sand, concrete, wood chip/mulch, asphalt) ",Water play,Sand pit,Toddler Playground,Pre-schooler Playground (2-5) ,School aged Playground (5-12),Picnic table,BBQ,Snugabug Pick
PLA184,Mission Playground,Valencia St. and Cunningham Pl.,San Francisco,CA,94110,(415) 641-2841,http://www.sfparksalliance.org/our-parks/parks/mission-playgroundpool,"Mission Playground, surrounded mostly by family housing, boasts nearly 100,000 sf of park space. Located off of 19th and Linda streets and bordering on Valencia Street in the Mission District, the park features a clubhouse, outdoor pool with lockers, playground, soccer field, tennis and basketball courts, and open lawn areas. Very little shade at this park.",N,Playgrounds,,N,N,,N,Y,Y,"sand, rubber",Y,Y,Y,Y,Y,N,N,Y
PLA185,Moscone Recreation Center,1800 Chestnut St,San Francisco,CA,94123,415 292 2045,http://www.sfparksalliance.org/our-parks/parks/moscone-recreation-center,"Moscone Rec offers a plethora of activities for kids and adults. There are four baseball fields and four full tennis courts, two full basketball courts, and a remodeled playground.

Dogs are welcome too.

There are bathrooms at the rec center and this park also offers two putting greens.",N,Playgrounds,,N,Y,,Y,Y,Y,"rubber, sand",N,Y,Y,Y,Y,N,N,N
PLA186,Stafford Grove Park,1035 7th St,Novato,CA,94945,,http://novato.org/Home/Components/FacilityDirectory/FacilityDirectory/45/535?npage=2,"Stafford Grove is the closest playground to Novato's downtown area. The park is equipped with a large playground and benches that are shaded by trees. Stafford Grove is a quaint neighborhood park, which offers a nice break for those shopping with children along Grant Avenue. ",N,Playgrounds,,N,N,,N,Y,N,mulch,N,Y,Y,Y,N,Y,N,N
PLA187,John D. Morgan Park,540 W Rincon Ave,Campbell,CA,95008,408 866 2105,http://www.ci.campbell.ca.us/393/Park-Rental-Information,"John Morgan Park, shares its field with Campbell Middle School. It contains two baseball diamonds and two playgrounds on opposite ends of the park. The first playground West Rincon Ave. is primarily dedicated to younger kids. The play area is sand based, with a complex climbing structure for older kids. There is also a water feature present here. The second playground, located Budd Ave. is primarily a big kids play area. The play area has a mulch base, and numerous slides and climbing walls. Both playgrounds have picnic tables, with BBQs, that overlook the play area. There are also bathroom close to each playground. ",N,Playgrounds,,Y,Y,,N,Y,N,"mulch, sand, rubber",Y,Y,Y,Y,Y,Y,N,Y
PLA188,Bill Clark Park,Mollie Ct & Mollie Cir.,Livermore,CA,94551,,,,N,Playgrounds,,N,N,,Y,Y,N,sand,N,Y,N,Y,Y,N,N,N
PLA189,Sun Terrace Neighborhood Park,Vancouver Way & Montreal Cir.,Concord,CA,94520,,http://www.ci.concord.ca.us/page.asp?pid=3025,"Turfed area for free play and a children's play area with swings, slide and climbing apparatus.",N,Playgrounds,,N,N,,N,Y,N,mulch,N,N,Y,Y,Y,Y,Y,N
PLA19,Bernal Heights Playground,500 Cortland Ave,San Francisco,CA,94107,,http://www.sfparksalliance.org/our-parks/parks/bernal-heights-rec-center-and-playground,"Located just behind the Bernal Heights Branch Library. A very welcoming playground, Bernal Heights is designed around a few trees that shelter small clusters of benches and picnic tables. The play equipment is in fairly good shape and quite inviting. There are restrooms located at the library itself. ",N,Playgrounds,,N,N,,N,Y,Y,sand,N,Y,Y,Y,Y,N,N,N
PLA190,Mountain Lake Park,Lake St. and Funston Ave.,San Francisco,CA,94118,,http://www.sfparksalliance.org/our-parks/parks/mountain-lake-park,"Situated next to Mountain Lake where the southern edge of the Presidio meets the Richmond District, this park offers many different amenities. Children enjoy the sand-floor playground at the 12th Avenue entrance that feature slides, swings, and a multi-level play structure. There is a covered picnic/card playing pavilion opposite the 9th Avenue entrance. The great meadow is a favorite place to spend the afternoon for a picnic or to rent for children's birthday parties. ",N,Playgrounds,,N,Y,,Y,Y,N,mulch,N,Y,Y,Y,Y,Y,Y,N
PLA191,Sycamore Valley Park,Camino Tassajara & Holbrook Dr,Danville,CA,94506,,http://www.danville.ca.gov/Things-To-Do/Parks/Community-Parks/Sycamore-Valley/,"Sycamore Valley Park, located at Holbrook Drive and Camino Tassajara, has a children's play area with popular recreational fountain, a reflection pond with waterfall, and a jogging path that meanders through the park.
 
The picnic area adjacent to the baseball diamonds include eight picnic tables and barbecue pits. In addition, a new group picnic area has been added adjacent to the bocce ball courts that will accommodate up to 65 people.",N,Playgrounds,,Y,Y,,Y,Y,N,rubber,Y,Y,Y,Y,Y,Y,Y,N
PLA193,Orange Memorial Park,Orange Ave and Tennis Dr,South San Francisco,CA,94080,650 829 3800,http://www.ssf.net/1713/Parks,"Indoor swimming pool,",N,Playgrounds,,Y,Y,,Y,Y,N,rubber,N,N,Y,Y,Y,Y,Y,N
PLA194,Thamien Park,4321 Lick Mill Blvd,Santa Clara,CA,95054,,,Thamien Park is a small neighborhood park which contains two play structures. One for older kids and one for younger kids. There are picnic tables overlooking the play structures. From the park you can access the Guadalupe River Trail. ,N,Playgrounds,,Y,Y,,Y,Y,N,"rubber, sand",N,Y,Y,Y,Y,Y,Y,N
PLA195,James Kenney Park,1720 Eighth Street,Berkeley,CA,94710,,http://www.ci.berkeley.ca.us/Parks_Rec_Waterfront/Trees_Parks/Parks__James_Kenney_Park.aspx,,N,Playgrounds,,N,Y,,N,Y,Y,sand,N,Y,Y,Y,N,Y,N,N
PLA196,John Hinkel Park,41 Somerset Place,Berkeley,CA,94707,,http://www.ci.berkeley.ca.us/Parks_Rec_Waterfront/Trees_Parks/Parks__John_Hinkel_Park.aspx,,N,Playgrounds,,N,N,,N,Y,N,"grass, dirt",N,N,Y,Y,N,Y,N,N
PLA197,Franklin Park,1432 San Antonio Ave,Alameda,CA,94501,,http://alamedaca.gov/recreation/franklin-park,,N,Playgrounds,,N,Y,,Y,Y,Y,mulch,N,Y,Y,Y,N,N,N,N
PLA198,Parkside Square,26th Ave & Vicente St,San Francisco,CA,94116,,http://www.sfparksalliance.org/our-parks/parks/parkside-square,"Located next to Stern Grove, Parkside Square is a nice park to visit on a weekend afternoon. There are quite a few amenities that include a walking trail, brand new playground equipment and sand area for children, four tennis courts and a basketball court too; in addition, there is a baseball field, dogs are welcome, and there are clean bathrooms and water fountains available!",N,Playgrounds,,Y,Y,,Y,Y,Y,rubber,N,Y,Y,Y,Y,Y,N,Y
PLA199,Patricia's Green,Hayes St and Octavia St,San Francisco,CA,94102,,,,N,Playgrounds,,N,N,,N,Y,N,rubber,N,N,N,Y,Y,N,N,N
PLA2,24th Street Mini Park,24th St & York St,San Francisco,CA,94110,(415) 717-2872,http://www.sfparksalliance.org/our-parks/parks/24th-and-york-mini-park,"This recently-renovated mini park has great public art and murals on display! There is a children's playground with picnic tables and seating. The park provides two swings and a merry-go-round for children to enjoy. Also, kids can enjoy playing on the mosaic serpent, which shoots water from his tail! There are also many benches and picnic tables to rest, eat lunch, and watch your kids play.",N,Playgrounds,,N,N,N,N,Y,Y,Rubber,Y,N,Y,Y,N,Y,N,N
PLA20,Booster Park,Gable Dr & Hoyt St,Fremont,CA,94539,,,,N,Playgrounds,,N,N,,N,Y,N,sand,N,Y,Y,Y,N,Y,Y,N
PLA201,Valley View Park,N Monarch and N Wedgewood,San Ramon,CA,94582,,,,N,Playgrounds,,Y,Y,,Y,Y,N,mulch,N,N,Y,Y,Y,Y,N,N
PLA202,Veterans Plaza Park,550 Peters Ave,Pleasanton,CA,94566,,http://ptownlife.org/play/parks/veterans-plaza,,N,Playgrounds,,N,N,,Y,Y,Y,mulch,N,N,N,N,Y,N,N,N
PLA203,Falcon Drive Neighborhood Park,Falcon Dr & Peregrine Way,Fremont,CA,94555,,,,N,Playgrounds,,N,N,,N,Y,N,rubber,N,N,Y,Y,N,N,N,N
PLA207,Hillview Park,97 Hillview Ave,Los Altos,CA,94023,,,This playground has a unique old west play structure dedicated to toddlers. They'll have a plast playing with the train and the old west buildings. ,N,Playgrounds,,Y,N,,N,Y,N,mulch,N,N,Y,Y,N,N,N,N
PLA208,Portsmouth Square,733 Kearny St,San Francisco,CA,94108,,http://www.sfparksalliance.org/our-parks/parks/portsmouth-square,"Portsmouth Square is a community treasure and meeting point. People come here to enjoy their free time and there is something to do for everyone. This is a good central place if you're going to spend time in Chinatown. If you have children, they will enjoy the playground. Checkers/Chess players come here too to enjoy the unique competitive vibe. There is Tai Chi practiced here; however, it is very early in the morning.",N,Playgrounds,,N,Y,,Y,Y,N,rubber,N,Y,Y,Y,Y,N,N,N
PLA209,Wildwood Park,20764 4th St,Saratoga,CA,95070,,http://www.saratoga.ca.us/cityhall/rec/facility_and_park_reservations/parks/wildwood.asp,"A beautiful wooded 4 acre park with a creek, this park is the perfect setting for your wedding, family picnic, or company party. This park offers barbecue and picnic facilities, a children's play area with water feature, two horseshoe pits, a sand volleyball court, restrooms & stage.",N,Playgrounds,,N,N,,N,Y,N,mulch,N,N,N,N,Y,Y,Y,N
PLA21,Frederick Street Park,168 Frederick St,Santa Cruz,CA,95067,831 420 5270,http://www.cityofsantacruz.com/departments/parks-recreation/parks-beaches-and-open-spaces/neighborhood-parks/frederick-street-park,,N,Playgrounds,,N,Y,,N,Y,N,"rubber, sand",N,Y,Y,Y,Y,Y,N,N
PLA211,Potrero Hill Playground & Rec. Center,801 Arkansas St,San Francisco,CA,94107,415 695 5009,http://www.sfparksalliance.org/our-parks/parks/potrero-hill-playground-rec-center,"In the summer of 2007, the city renovated the lower playground giving kids and families a brand new, large and colorful place to play. There is also a baseball field, two tennis courts, and a basketball court; however, the real treat for the public is the recreation center that is extremely well maintained and has a variety of sports/activities to choose from!

There are plenty of picnic tables for lunch, in addition to the BBQ pits, and enough space for your pooch to run around.",N,Playgrounds,,N,N,,N,Y,N,rubber,N,N,Y,Y,Y,Y,Y,N
PLA212,Yountville Community Park,Lincoln St and Jackson St,Yountville,CA,94599,707 944 8712,http://www.townofyountville.com/index.aspx?page=114,Get some lunch from town and picnic in this nice park. New sponge surface is great. ,N,Playgrounds,,Y,Y,,N,Y,N,"rubber, mulch",N,N,Y,Y,Y,Y,N,N
PLA213,Bruno Canziani Park,Charlotte Way & Carnegie Way,Livermore,CA,94550,,,,N,Playgrounds,,Y,N,,Y,Y,N,mulch,N,Y,Y,Y,Y,Y,N,N
PLA214,Allan Witt Park,1741 W Texas St,Fairfield,CA,94533,(707) 428 7428,http://www.fairfield.ca.gov/gov/depts/pw/parks/parks/allan_witt_community_park.asp,"Two small playgrounds at opposite ends of this park. The main attraction here is the aquatic park here which has an amazing shallow play area for kids including slides, climbing structures and water spray toys. There are two 30-foot giant pool slides as well. ",N,Playgrounds,,Y,Y,,Y,Y,N,"mulch, sand",N,Y,Y,Y,Y,Y,Y,N
PLA215,Arguello Park,260 Wellington Dr,San Carlos,CA,94071,,,"Arguello Park is a sports park. There is a large baseball diamond and concession stand. There are a number of picnic tables & BBQ pits overlooking the baseball diamond, perfect for having a cookout while watching a game. The playground is located past the baseball diamond, is fully enclosed, situated on rubber & dedicated for younger kids. ",N,Playgrounds,,Y,Y,,N,Y,Y,rubber,N,N,N,N,Y,Y,Y,N
PLA216,Astro Park,550 El Embarcadero,Oakland,CA,94610,,,,N,Playgrounds,,Y,Y,,Y,Y,N,rubber,N,N,N,Y,Y,N,N,N
PLA218,Hester Park,Dana Ave. & Naglee Ave,San Jose,CA,95126,,,"Hester Park is located on Naglee Ave, just off Dana street. The playground is fully enclosed and contains two play structures; one for older kids and one for tots. There are park benches around the play areas to allow for supervision.  ",N,Playgrounds,,N,N,,N,Y,N,"mulch, rubber",N,Y,Y,Y,Y,N,N,N
PLA219,Bellingham Square Park,1281 Bellingham Way,San Ramon,CA,94506,,,,N,Playgrounds,,N,Y,,Y,Y,N,mulch,N,Y,Y,Y,Y,Y,N,N
PLA22,Moller Park,5500 Pleasant Hill Rd,Pleasanton,CA,94588,,http://ptownlife.org/play/parks/moller-park,,N,Playgrounds,,N,N,,Y,Y,N,mulch,N,N,N,Y,Y,Y,N,N
PLA220,Ben Lomond Park,9525 Mill St,Ben Lomond,CA,95005,,,,N,Playgrounds,,Y,Y,,N,Y,N,sand,N,Y,N,Y,N,Y,N,N
PLA221,Live Oak Park,1301 Shattuck Ave,Berkeley,CA,94709,510 981 6700,http://www.ci.berkeley.ca.us/Parks_Rec_Waterfront/Trees_Parks/Parks__Live_Oak_Park.aspx,,N,Playgrounds,,N,Y,,N,Y,Y,dirt,N,Y,Y,Y,Y,Y,Y,N
PLA222,Bernal Community Park,7001 Pleasanton Ave,Pleasanton,CA,94566,,http://ptownlife.org/play/parks/bernal-community-park,,N,Playgrounds,,Y,Y,,Y,Y,N,mulch,N,N,Y,Y,Y,Y,Y,N
PLA223,Richmond Playground,18th Ave. between Lake and California,San Francisco,CA,94121,,http://www.sfparksalliance.org/our-parks/parks/richmond-playground-and-rec-center,"Richmond Playground includes two basketball courts, a tennis court, a large multipurpose court, and a climbing structure with sand pit for children.

There is a clubhouse with restrooms.

There is a rec center down the street at 251 18th Ave between California and Clement. During the summer there is a day camp for kids and during the fall/school year there are after school and tiny tots programs. Call for more information: (415) 666-7020.",N,Playgrounds,,N,Y,,N,Y,N,sand,N,Y,Y,Y,N,N,N,N
PLA225,Kolb Park,Brighton Dr & Bristol Rd,Dublin,CA,94568,,http://www.dublin.ca.gov/index.aspx?NID=485,,N,Playgrounds,,N,Y,,N,Y,N,mulch,N,N,Y,Y,Y,Y,N,N
PLA227,Rochambeau Playground,24th Ave. btw Lake and California,San Francisco,CA,94121,,http://www.sfparksalliance.org/our-parks/parks/rochambeau-playground,"Located in the Richmond District, Rochambeau Playground has a well-kept recreation area that offers two full basketball courts, a tennis court, four-square court, hopscotch blacktops, and a dual-level playground with great climbing structures and sand area. One playground is designed for younger tots and one for older children. There are restrooms at the recreation center and plenty of benches and picnic tables to rest at. The gate closes at 6:00 pm.",N,Playgrounds,,N,Y,,N,Y,N,"rubber, sand",N,Y,Y,Y,Y,N,N,N
PLA228,Christensen Park,Cypress Point Dr. & Pasatiempo St.,Livermore,CA,94551,,,,N,Playgrounds,,N,N,,Y,Y,N,mulch,N,N,Y,Y,Y,N,N,N
PLA229,Houge Park,White Oaks Ave & Twilight Dr,San Jose,CA,95124,408 559 1221,,,N,Playgrounds,,Y,Y,,N,Y,N,mulch,N,Y,Y,Y,Y,Y,Y,N
PLA23,Moss Beach Park,Virginia Ave Etheldore St,Moss Beach,CA,94038,,https://parks.smcgov.org/moss-beach-park,"The playground at Moss Beach Park features a pirate boat, a miniature lighthouse, dolphin slides, swings and a tot area. Midcoast residents came together in 2004 and turned what had been a ramshackle collection of donated toys and play structures into a lovingly conceived and imaginative play area for kids of all ages. Consultation was provided by local play experts, i.e. the kids.",N,Playgrounds,,N,N,,N,Y,Y,mulch,N,Y,Y,Y,Y,Y,N,Y
PLA230,Cambridge Park,1135 Lacey Ln,Concord,CA,94520,925 671 3329,http://www.ci.concord.ca.us/page.asp?pid=3025,"There are picnic tables, shade trees, expansive turfed playfields for soccer and casual play and a children's play area.",N,Playgrounds,,N,Y,,Y,Y,N,"mulch, rubber",N,N,Y,Y,N,N,N,N
PLA232,Laurie Meadows Park,111 Laurie Meadows Dr,San Mateo,CA,94497,,,"Laurie Meadow Park has a large grassy area, an oval walking trail, an enclosed dog park & 2 playgrounds. The playgrounds are older and a little dated. There are picnic tables surounding the play area and have BBQ pits. The park is connected to Casanova Park.",N,Playgrounds,,N,Y,,Y,Y,N,"sand, rubber",N,Y,Y,Y,Y,Y,Y,N
PLA233,Meadow Square,Yates Way & Wayne Way,San Mateo,CA,94403,,,,N,Playgrounds,,N,Y,N,N,Y,N,mulch,N,N,N,Y,N,Y,N,N
PLA234,Ocean View Park,900 Buchanan St,Albany,CA,94706,,,,N,Playgrounds,,Y,Y,,Y,Y,Y,mulch,N,N,Y,Y,N,Y,Y,N
PLA235,Fischer Park,5155 Deep Creek Rd,Fremont,CA,94555,,,,N,Playgrounds,,N,N,,Y,Y,N,rubber,N,N,N,Y,Y,N,N,N
PLA236,Grover Cleveland Park,861 O'Donnell Ave,San Leandro,CA,94577,,https://sanleandro.org/depts/rec/parks/cleveland.asp,,N,Playgrounds,,Y,N,,N,Y,N,mulch,N,N,Y,Y,Y,N,N,N
PLA237,Las Palmas Park,850 Russet Dr,Sunnyvale,CA,94087,408 730 7751,http://sunnyvale.ca.gov/Departments/CommunityServices/Parks/LasPalmasPark.aspx,Polynesian themed Park has two separate enclosed playgrounds. ,N,Playgrounds,,Y,Y,,N,Y,Y,mulch,N,Y,Y,Y,Y,Y,Y,N
PLA238,Coyote Crossing Park,3495 Rosincress Dr,San Ramon,CA,94583,925 973 3200,,,N,Playgrounds,,Y,Y,,Y,Y,N,mulch,N,N,N,Y,Y,Y,N,N
PLA239,Paddock Park,Baze Rd & Derby Ave,San Mateo,CA,94403,650 627 0,,,N,Playgrounds,,N,Y,Y,N,Y,Y,rubber,N,Y,Y,Y,Y,Y,N,N
PLA24,Canyonview Park,Daisy Ct. & Farm Hill Dr.,Hayward,CA,94542,,,,N,Playgrounds,,N,N,,Y,Y,N,mulch,N,N,N,N,Y,N,N,N
PLA240,Creekside Park,5665 W. Las Positas,Pleasanton,CA,94588,,http://ptownlife.org/play/parks/creekside-park,,N,Playgrounds,,Y,Y,,Y,Y,N,mulch,N,N,Y,Y,Y,Y,Y,N
PLA241,Crestview Park,1000 Crestview Dr,San Carlos,CA,94070,,,Crestview Park is set behind houses with a single entrace. The park has a large soccer field & a basketball court. The playground is partially enclosed with a big kids and little kids play area. The playground also has a dedicated sand pit & awnings to protect from the sun. There are picnic tables & BBQ pits overlooking the play area.,N,Playgrounds,,Y,N,,N,Y,N,"rubber, sand",N,Y,Y,Y,Y,N,N,N
PLA242,Rossi Playground,Arguello Blvd & Anza St,San Francisco,CA,94118,415 666 7014,http://www.sfparksalliance.org/our-parks/parks/rossi-angelo-j-playground,"Rossi Playground has two baseball fields and a large grass area, three tennis courts, a full basketball court, an indoor pool, and a play area for children. There are two sections of the playground: one is for older kids and one is for younger tots.",N,Playgrounds,,N,N,,N,Y,Y,rubber,N,N,Y,Y,Y,N,N,N
PLA243,Ortega Park,636 Harrow Way,Sunnyvale,CA,94085,,,"Ortega park, has both a tots & big kids play area. The tot play area is enclosed and has a mulch base. There are also picnic tables within the enclosed play area, for you to supervise or simply have lunch. 
The big kids play area is also mulch base, and is located next to the the tot play area, which allows for easy supervision.
The park also has a dedicated climbing wall and a water feature. There is a huge picnic area with a BBQ pit, excellent for hosting a birthday party.",N,Playgrounds,,Y,Y,Y,N,Y,Y,mulch,Y,Y,Y,Y,Y,Y,Y,Y
PLA244,Murphy Park,1588 Saratoga Dr,Milpitas,CA,95035,,,,N,Playgrounds,,Y,Y,,N,Y,N,sand,N,N,N,Y,Y,Y,Y,N
PLA245,Hayward Rotary Playground,Mission Blvd & D St,Hayward,CA,94541,,,,N,Playgrounds,,Y,N,,N,Y,Y,rubber,N,N,Y,Y,Y,N,N,N
PLA246,Fremont Central Park (Lake Elizabeth),40000 Paseo Padre Pkwy,Fremont,CA,94538,(510) 790 5541,https://www.fremont.gov/317/Central-Park,"One of the best parks in the neighborhood with 4 separate playgrounds, stroller trail around the lake, boating in the summer and Aqua Adventure Water Park. One playground is right by the parking off Paseo Padre Parkway, there is a climbing net, big kid and toddler play structures. The largest playground is between Lake Elizabeth and Aqua Adventure. It has a fun forest theme. The third playground is a tot lot past the Boathouse in the direction of the Fremont Main Library. The last playground is the Always Dream Playground, an accessible playground great for younger tots and children with disabilities. It's on the other side of the park off Stevenson Boulevard by the soccar and softball fields. ",N,Playgrounds,,Y,Y,,Y,Y,N,rubber,N,Y,Y,Y,Y,Y,Y,Y
PLA247,Fremont Skate Park,40000 Paseo Padre Pkwy,Fremont,CA,94538,510 790 5546,,Fremont Skate Park is located next to Fremont Central Park (Lake Elizabeth) playground. ,N,Playgrounds,,Y,Y,,Y,Y,N,rubber,N,Y,Y,Y,Y,Y,N,N
PLA248,Saint Mary's Playground,Murray St & Justin Dr,San Francisco,CA,94112,,http://www.sfparksalliance.org/our-parks/parks/saint-marys-square,"St. Mary's Square is great place to visit if you're downtown. Any green space in this area is very valuable to the locals! This place is really gorgeous though. There are lots of trees and bushes, plenty of benches to relax on after a ton of walking, and a play structure if you have kids! There are restrooms available too.",N,Playgrounds,,N,N,,N,Y,N,"rubber, sand",N,Y,Y,Y,N,N,N,N
PLA249,Dover Park,800-826 E Travis Blvd,Fairfield,CA,94533,(707) 428 7428,http://www.fairfield.ca.gov/gov/depts/pw/parks/parks/dover.asp,,N,Playgrounds,,N,N,,Y,Y,N,rubber,N,N,Y,Y,Y,Y,N,N
PLA25,Creighton Park,Big Bear Ct.,Milpitas,CA,95035,,,,N,Playgrounds,,Y,N,,N,Y,N,sand,N,N,N,Y,N,Y,Y,N
PLA250,Dracena Quarry Park,130 Dracena Ave,Piedmont,CA,94611,,,"Great neighborhood park with a climbing wall, sand pit, cement slide and play structure. ",N,Playgrounds,,N,Y,,Y,Y,N,"sand, rubber",N,Y,Y,Y,Y,N,N,N
PLA251,Sellick Park,Appian Way,South San Francisco,CA,94080,,,,N,Playgrounds,,Y,Y,,Y,Y,N,mulch,N,Y,Y,Y,N,Y,Y,N
PLA252,Eagle Park,652 Franklin St,Mountain View,CA,94041,,,,N,Playgrounds,,Y,N,,N,Y,N,"rubber, sand",N,Y,N,N,Y,Y,N,N
PLA253,John Mise Park,Mitty Way & Moorpark Ave,San Jose,CA,95129,,,"John Mise Park has an amazing soccer field with stadium lighting. The park also contains two basketball courts. 
The playground is dedicated towards older kids and there are picnic tables that overlook it. Bathroom are nearby as well. ",N,Playgrounds,,N,Y,,N,Y,N,mulch,N,N,N,Y,Y,Y,Y,N
PLA254,Johnson Park,Waverley St. & Hawthorne Ave.,Palo Alto,CA,94301,,,,N,Playgrounds,,N,N,,N,Y,Y,"sand, rubber",N,Y,N,N,Y,Y,N,N
PLA255,El Quito Park,12855 Paseo Presada,Saratoga,CA,95070,,,,N,Playgrounds,,N,Y,Y,N,Y,N,mulch,N,Y,Y,Y,Y,Y,Y,N
PLA257,Gomes Park,Lemos Ln & Chiltern Dr.,Fremont,CA,94539,,,,N,Playgrounds,,N,N,,Y,Y,N,sand,N,Y,Y,Y,Y,N,N,N
PLA258,Mape Memorial Park,11711 Mape Way,Dublin,CA,94568,,http://www.dublin.ca.gov/Facilities/Facility/Details/8,,N,Playgrounds,,N,Y,,N,Y,N,mulch,N,N,Y,Y,N,Y,N,N
PLA26,Harvey West Park,326 Evergreen St,Santa Cruz,CA,95067,,http://www.cityofsantacruz.com/departments/parks-recreation/parks-beaches-and-open-spaces/community-parks/harvey-west-park,,N,Playgrounds,,Y,Y,,N,Y,N,"rubber, sand",N,Y,Y,Y,Y,Y,Y,N
PLA260,Fire Truck Park,2070 Arlington Way,San Ramon,CA,94583,,,,N,Playgrounds,,N,N,,N,Y,N,mulch,N,Y,N,Y,Y,Y,N,N
PLA261,J.A. Lewis Park,Hayward Blvd & Plumas Ct,Hayward,CA,94543,,,,N,Playgrounds,,N,Y,,Y,Y,N,mulch,N,Y,N,Y,Y,N,N,N
PLA262,Kirk Park,1601 Foxworthy Ave,San Jose,CA,95118,408 723 1571,http://www.sanjoseca.gov/Facilities/Facility/Details/Kirk-Park-17,,N,Playgrounds,,Y,Y,,N,Y,N,mulch,N,N,Y,Y,Y,Y,Y,N
PLA263,Halcyon Park,1245 147th Ave,San Leandro,CA,94578,510 577 3462,https://sanleandro.org/depts/rec/parks/halcyon.asp,This neighborhood park is almost 5 acres and is located at 1245 147th Avenue. A concrete volleyball court and tot lot are also available for use.,N,Playgrounds,,Y,Y,,N,Y,Y,mulch,N,N,Y,Y,Y,Y,N,N
PLA264,Memorial Park,10185 N Stelling Rd,Cupertino,CA,95015,,http://cupertino.org/index.aspx?page=591,"Memorial Park, in Cupertino, is located next to Quinlan Community Center. The park has a huge open grass area for kids to play as well as a baseball diamond. There are 2 picnic areas that overlook each of the two playgrounds. The playgrounds are good for all age groups. ",N,Playgrounds,,Y,Y,,Y,Y,N,mulch,N,Y,Y,Y,Y,Y,Y,N
PLA265,Rincon Valley Community Park,Badger Rd & Rincon Meadows Ct,Santa Rosa,CA,95409,,http://ci.santa-rosa.ca.us/departments/recreationandparks/parks/cityparks/listofparks/Pages/RinconValleyPark.aspx,,N,Playgrounds,,Y,Y,,Y,Y,N,sand,N,N,Y,Y,Y,Y,Y,N
PLA266,Fremont Park,1303 Fremont St,Santa Clara,CA,95052,408 615 2200,,"Fremont Park has two play structures for both younger and older kids. The playground has an Atlantis type theme incorporating Pegasus statues and sunken dinosaur bones. The playground contains 6 slides, 2 of which are quite large and would be entertaining for big kids. The play structure is located on sand and there is also rubber to make it handicap accessible. There are swings for both tots and big kids. Surrounding the play structure are benches so you can supervise the kids. The park also has three picnic tables overlook the playground and one shared BBQs pit. Note the picnic tables are located on dirt, if you go after a morning shower the area is a little muddy. The park also contains a paved trail that is stroller friendly and can be used when learning to ride a bike.",N,Playgrounds,,Y,N,,Y,Y,N,"rubber, sand",N,Y,Y,Y,Y,Y,Y,N
PLA268,Frog Park,5500 Claremont Ave,Oakland,CA,94618,,http://www.frogpark.org/,"There are two playgrounds – Redondo and Hardy – stand at the southern and northern ends. Hardy Playground, the larger of the two structures is designed primarily for children aged 5-12, although it does have a small tot lot and sandbox. It is tucked behind the redwood trees that line the south-east corner of the Hardy Park greenspace, at the intersection of Hudson and Claremont Streets. Redondo Playground is a tot lot designed for children 2-5 years old. It is located beneath the grove of redwoods at the intersection of Redondo Street and Clarke Street.",N,Playgrounds,,N,N,,N,Y,N,dirt,Y,N,Y,Y,Y,N,N,N
PLA269,Frontierland Park,900 Yosemite Drive,Pacifica,CA,94044,650 738 7381,http://www.cityofpacifica.org/depts/rec_department/parksbeaches/beach_and_park_info_and_rules/frontierland.asp,"Frontierland Park is nestled up against the hills of Pacifica with lots of open space and picnic, BBQ, horseshoes and playground amenities. We have one large-group picnic area that can be reserved. Call 650-738-7381 for availability or to make a reservation. We also have several individual picnic tables which are first come, first serve. In the reservable large-group picnic area, we have 10 picnic tables, which seat about 6 to 8 people each. This area also has a counter prep area behind the 2 BBQ pits.",N,Playgrounds,,Y,Y,,N,Y,N,mulch,Y,N,Y,Y,Y,Y,Y,N
PLA27,Leghorns park,Casella Way & Casella Al,Petaluma,CA,94954,707 778 4380,http://cityofpetaluma.net/parksnrec/parks-pages/leghorns.html,,N,Playgrounds,,Y,Y,,Y,Y,N,mulch,N,N,Y,Y,Y,Y,Y,N
PLA270,Fuller Park,Jefferson St & Oak St,Napa,CA,94558,707 257 9529,,,N,Playgrounds,,N,Y,,Y,Y,Y,"rubber, sand",N,Y,Y,Y,Y,Y,Y,N
PLA271,Gary Falati Neighborhood Park,5100 Falati Ln,Fairfield,CA,94533,(707) 428 7428,http://www.fairfield.ca.gov/gov/depts/pw/parks/parks/falati_park.asp,,N,Playgrounds,,N,N,,Y,Y,N,mulch,N,N,Y,Y,Y,Y,Y,N
PLA273,Ohlone Park,1701 Hearst Avenue,Berkeley,CA,94703,,,,N,Playgrounds,,N,N,,Y,Y,N,sand,N,Y,Y,Y,N,Y,Y,N
PLA274,Edendale Park,16335 E 14th St,San Leandro,CA,94580,,,,N,Playgrounds,,Y,Y,,N,Y,N,rubber,N,N,Y,Y,Y,N,N,N
PLA276,Parkside Aquatic Park,Seal St.,San Mateo,CA,94403,,,"Parkside Aquatic Park, bordering the Marina Lagoon, has two playstructures on sand. Both play structures are for younger kids. There are picnic tables overlooking the play area with BBQ pits. You can also rent canoes & kayaks or unload your boat into the Lagoon. ",N,Playgrounds,,Y,Y,,N,Y,N,"sand, rubber",Y,Y,Y,Y,N,Y,Y,N
