Place ID,Place Name,Address,City,State,Zip,Phone,Website,Description,Paid,Category,Subcategory,Keyword 1,Keyword 2,Keyword 3,Keyword 4,Keyword 5,Monday Open,Monday Close,Tuesday Open,Tuesday Close,Wednesday Open,Wednesday Close,Thursday Open,Thursday Close,Friday Open,Friday Close,Saturday Open,Saturday Close,Sunday Open,Sunday Close,Parking,Restroom,Change table,Stroller friendly,Snugabug Pick
STO63,Kelly’s Corner,3901 MacArthur Blvd,Oakland,CA,94619,(510) 531-6810,http://www.kellyscornerkids.com/,"Kelly’s Corner offers many interesting age appropriate new and used toys as well as gifts for the baby shower!  In addition, they
carry many items that are hand made by local artists. Recycling clothing, toys, and shoes that are clean, folded, and complete are also available.",N,Stores,Toy stores,Toys,Used ,Resale,,,,,11,17:30,11,17:30,11,17:30,11,17:30,10,18,,,N,N,,N,N
STO64,Kid Dynamo,2108 Vine St,Berkeley,CA,94709,(510) 649-7446,http://www.shopkiddynamo.com/,"Kid Dynamo is located at 2108 Vine Street in the heart of the Gourmet Ghetto neighborhood of Berkeley, CA. It is a boutique and Berkeley's source for great gifts carrying sustainable & hip apparel, shoes, books & toys for kids aged newborn to tween. The store is nicely designed and the selection is of high quality, from not too expensive but nice items to really fancy items.  ",N,Stores,Toy stores,Toys,,,,,10,18,10,18,10,18,10,19,10,19,10,19,10,18,N,N,,N,N
STO65,Kidrobot,1512 Haight St,San Francisco,CA,94117,(415) 487-9000,http://www.kidrobot.com/,"Founded in 2002, Kidrobot is acknowledged worldwide as the premier creator and dealer of limited edition art toys, signature apparel and lifestyle accessories. An innovative cross between sculpture and conceptual art, Kidrobot offers not only a powerful medium for today's international fashion designers, illustrators and graffiti artists, but also the creative canvas for emerging street trends and pop art. Kidrobot toys retail anywhere from $5 to $25,000.",N,Stores,Toy stores,Toys,,,,,11,19,11,19,11,19,11,19,11,20,11,20,11,19,N,N,,N,Y
STO66,Kids N Cribs - Brentwood,6061B Lone Tree Way,Brentwood,CA,94513,(925) 778-2229,http://www.kids-n-cribs.com/,"Kids N Cribs focuses on quality baby furniture with an emphasis on real, solid wood baby and kid’s furniture that is free of harmful chemicals and toxins. Additionally, they strive to find North American or European manufacturers with higher quality and testing requirements so you know the baby or kid’s furniture you're purchasing is safe and will grow with your child from baby to teen. They also specialize in eco-friendly convertible cribs that will convert with your child as they grow from infant to toddler and finally a teen.  ",N,Stores,Baby Gear & Furniture ,Baby Gear & Furniture,Children's Clothing,Toys,,,10,18,10,18,10,18,10,18,10,18,10,18,11,17,Y,N,,N,N
STO67,Kids N Cribs - Dublin,7054 Village Pkwy,Dublin,CA,94568,(925) 479-9599,http://www.kids-n-cribs.com/,"Kids N Cribs focuses on quality baby furniture with an emphasis on real, solid wood baby and kid’s furniture that is free of harmful chemicals and toxins. Additionally, they strive to find North American or European manufacturers with higher quality and testing requirements so you know the baby or kid’s furniture you're purchasing is safe and will grow with your child from baby to teen. They also specialize in eco-friendly convertible cribs that will convert with your child as they grow from infant to toddler and finally a teen.  ",N,Stores,Baby Gear & Furniture ,Baby Gear & Furniture,Children's Clothing,Toys,,,11,18,,,11,18,11,18,11,18,11,18,12,17,Y,N,,N,N
STO68,Kids Only,1608 Haight St,San Francisco,CA,94117,(415) 552-5445,https://www.facebook.com/KidsOnlySF,"Kids Only is a bright and cheery shop selling trendy clothes for babies and kids plus accessories, books and toys. This is where you can get a present that one will never forget. Among others they carry Bay Area and novelty shirts and little socks that look like shoes.",N,Stores,Clothing stores,Children's clothing,Toys,,,,10:30,18:30,10:30,18:30,10:30,18:30,10:30,18:30,10:30,18:30,10,18,11,17,N,N,,N,N
STO69,Kimono My House,1455 64th St,Emeryville,CA,94608,(510) 654-4627,http://www.kimonomyhousetoys.com/shop.cgi,"In 1980 Kimono My House opens its retail store on the roof of a warehouse in Emeryville, California. Originally a Japanese antique and kimono store, there was only one small shelf of Takatoku Macross Valkyries for sale. 1981 Kimono My House begins importing Japanese toys and becomes the FIRST exclusive anime toy dealer in the United States. They specialized only in Japanese Animation and Sci-fi toys.",N,Stores,Toy stores,Toys,,,,,,,,,,,,,13,17,13,17,13,17,Y,N,,N,N
STO70,Kool Kids Couture,1366 Lincoln Ave,San Jose,CA,95125,(408) 971-4101,http://koolkidscouture.blogspot.com/,"As a chic, trendy children's boutique located in downtown Willow Glen, Kool Kids Couture offers Beco baby carriers, Bugaboo strollers, apparel, shoes, toys, and an eclectic variety of children's gear. Whether you are looking for a unique baby shower gift or something for your own children, Kool Kids Couture is the right place. They are a great place to shop for your 'tweens, too.
",N,Stores,Clothing stores,Children's clothing,Shoes,Baby Gear,Toys,,10,17:30,10,17:30,10,17:30,10,17:30,10,17:30,10,17:30,10,16,Y,N,,N,N
STO71,Learning Express Toys - Lafayette,3568 Mt Diablo Blvd,Lafayette,CA,94549,(925) 871-6698,http://www.learningexpress.com/store/lafayette/,"With three stores in the Bay Area, Learning Express Toys carries a fun range of educational and creativity focused toys and games. Their toy experts provide toy suggestions for children of all ages and help you find the perfect toy for every occasion. Free gift wrapping. ",N,Stores,Toy stores,Toys,,,,,10,19:30,10,19:30,10,19:30,10,19:30,10,19:30,10,19:30,10:30,19,Y,N,,N,Y
STO72,Learning Express Toys - San Jose,1350 El Paseo De Saratoga,San Jose,CA,95130,(408) 871-0499,https://www.learningexpress.com/store/san-jose-el-paseo/,"With three stores in the Bay Area, Learning Express Toys carries a fun range of educational and creativity focused toys and games. Their toy experts provide toy suggestions for children of all ages and help you find the perfect toy for every occasion. Free gift wrapping. ",N,Stores,Toy stores,Toys,,,,,10,19,10,19,10,19,10,19,10,19,10,18,11,17,Y,N,,N,Y
STO73,Learning Express Toys - San Ramon,The Marketplace Shopping Center 136 Market Pl,San Ramon,CA,94583,(925) 830-8697,http://www.learningexpress.com/store/san-ramon/,"With three stores in the Bay Area, Learning Express Toys carries a fun range of educational and creativity focused toys and games. Their toy experts provide toy suggestions for children of all ages and help you find the perfect toy for every occasion. Free gift wrapping. ",N,Stores,Toy stores,Toys,,,,,9:30,19,9:30,19,9:30,19,9:30,19,9:30,19:30,9:30,19:30,10:30,18,Y,N,,N,Y
STO74,Lego Store,1 Stoneridge Mall,Pleasanton,CA,94588,(925) 737-0388,http://stores.lego.com/en-us/stores/us/stoneridge-shopping-center,"Located next to the Apple store, this location has a good selection of sets including limited editions. There is a play table for kids and a container wall at the back. Gets crowded on the weekends. ",N,Stores,Toy stores,Toys,,,,,10,21,10,21,10,21,10,21,10,21,10,21,11,19,Y,Y,,N,N
STO75,Leo Kids,402 Ingalls St,Santa Cruz,CA,95060,(831) 252-9825,http://www.shopleokids.com/,"At Leo Kids they take a great deal of pride in choosing products that have character, are unique to your home and safe, but most of all products that your kids truly love them. The store carries colorful, fun and organic gifts, toys, trinkets, dolls and cute clothes. ",N,Stores,Toy stores,Toys,,,,,10:30,17,10:30,17,10:30,17,10:30,17,10:30,17,10:30,17,11,17,Y,N,,N,N
STO76,Linden Tree Books,265 State St,Los Altos,CA,94022,(650) 949-3390,http://www.lindentreebooks.com/,"Linden Tree Books is dedicated to providing unique books, gifts and music for all age groups. Their extremely broad book inventory is complemented by an innovative selection of timely yet timeless treasures: puppets and book-related dolls, science and math games, art materials, puzzles and more.",N,Stores,Book stores,Books,Toys,,,,10,18,10,18,10,18,10,20,10,18,9:30,17:30,9:30,17:30,N,Y,,N,N
STO77,Mabuhay Kids - Clothes and Toys for Girls and Boys,1195 Church St,San Francisco,CA,94114,(415) 970-0369,http://www.mabuhaykids.com/,"""Mabuhay"" is a Filipino greeting which means ""long life"". They sell clothing, art, and toys for babies, girls and boys. Mabuhay is filled with unique gifts from local Bay Area designers and handmade treasures from around the world that will last for years to come!",N,Stores,Clothing stores,Children's clothing,Toys,,,,11,17,11,17,11,17,10,17,11,17,10,18,12,17,N,N,,N,N
STO78,Mapamundi Kids,1306 Castro St,San Francisco,CA,94114,(415) 641-6192,http://www.mapamundikids.com/,"Mapamundi Kids is an independent lifestyle store in San Francisco, California. They are designers, makers, shopkeepers, neighbors, citizens of the world and most importantly parents. They bring many years of experience working inside the children’s clothing and toy industries and use a discerning eye to craft a distinctive assortment of toys, clothing, books & homewares. At Mapamundi Kids, they believe in learning through discovery and play and they want to let children be children and encourage them to express their individuality.",N,Stores,Toy stores,Toys,Books,Children's clothing,,,10:30,19,10:30,19,10:30,19,10:30,19,10:30,19,10,19,11,17,N,N,,N,N
STO79,Marbles: The Brain Store,845 Market St,San Francisco,CA,94103,(415) 278-0438,http://www.marblesthebrainstore.com/,"Marbles: The Brain Store is one-of-a-kind specialty store with a smart collection of hand-picked, expert-tested, certifiably fun ways to build better brains. The stores are designed to let you roll up your sleeves and get a little brainy while you play games, solve puzzles, try out gadgets and flip through books to find the right products for
you and your favorite brains. The team is passionate about learning new things and creating a fun, interactive environment where customers can reach their brain's fullest potential.",N,Stores,Toy stores,Toys,,,,,10,21,10,21,10,21,10,21,10,21,10,21,11,18,N,N,,N,N
STO80,Marin French Cheese Company,7510 Pt Reyes Petaluma Rd,Petaluma,CA,,(707) 762-6001,www.marinfrenchcheese.com,"The Marin French has been making cheese since 1865. Guests from around the world visit ‘The Cheese Factory’ throughout the year. Begin your visit at the cozy retail shop and sample the award-winning cheeses. Take some home or make a picnic of cheese, sandwiches and drinks for a relaxing break near the pond or at tables around the lush grounds and enjoy the personal connection to the artisan atmosphere and rural environment.",N,Stores,Food stores,Food,,,,,8:30,17,8:30,17,8:30,17,8:30,17,8:30,17,8:30,17,8:30,17,Y,N,,N,N
STO81,Montclair Toyhouse,6115 La Salle Ave,Oakland,CA,94611,(510) 339-9023,http://www.montclairtoyhouse.com/Home.html,"Montclair Toyhouse has searched for the best toys available from the domestic and international toy markets and currently offer over 8,000 top qualities, educational and creative play products that stimulate the child’s development. Personal service, knowledgeable staff, free gift wrapping and assembly are key to Montclair Toyhouse.",N,Stores,Toy stores,Toys,,,,,10,18,10,18,10,18,10,18,10,18,10,18,10,17,N,N,,N,N
STO82,Morrison School Supplies - San Carlos,400 Industrial Road,San Carlos,CA,94070,(650) 592-3000,http://www.morrisonschoolsupplies.com/,"Targeted at teachers, this store is also great for parents. They have a large selection of workbooks, activity books, stationery, art supplies and stickers. ",N,Stores,Toy stores,Toys,,,,,8:30,18,8:30,18,8:30,18,8:30,18,8:30,18,10,16,,,Y,N,,N,N
STO83,Morrison School Supplies - Sunnyvale,560 E El Camino Real,Sunnyvale,CA,94087,(408) 749-1114,http://www.morrisonschoolsupplies.com/,"Targeted at teachers, this store is also great for parents. They have a large selection of workbooks, activity books, stationery, art supplies and stickers. ",N,Stores,Toy stores,Toys,,,,,8:30,18,8:30,18,8:30,18,8:30,18,8:30,18,10,16,,,Y,N,,N,N
STO84,Mr. Mopps’ Children’s Books,1417A Martin Luther King Jr Way,Berkeley,CA,94709,(510) 525-9633,mrmopps.net,"Mr. Mopps’ is a specialty toy shop that mostly carry toys that aren’t on the mass market. Their products are pretty low-tech and tend focus on toys that provide open-ended play and inspire imagination and fun for all ages of kids, from newborns on up. They are one of the largest independents in the East Bay, with thousands of items.",N,Stores,Toy stores,Toys,,,,,,,10:30,18:30,10:30,18:30,10:30,18:30,10:30,18:30,9:30,17:30,9:30,17:30,N,N,,N,Y
STO85,Mr. Mopps’ Toy Shop,1405 Martin Luther King Jr Way,Berkeley,CA,94709,(510) 525-9633,http://mrmopps.net/,"Mr. Mopps’ is a specialty toy shop that mostly carry toys that aren’t on the mass market. Their products are pretty low-tech and tend focus on toys that provide open-ended play and inspire imagination and fun for all ages of kids, from newborns on up. They are one of the largest independents in the East Bay, with thousands of items.",N,Stores,Toy stores,Toys,,,,,,,10:30,18.30,10:30,18.30,10:30,18.30,10:30,18.30,9:30,17:30,9:30,17:30,N,N,,N,Y
STO86,Mudpie Clothing Store,2185 Fillmore St,San Francisco,CA,94123,(415) 771-9262,http://www.mudpie-sf.com/,"Mudpie is an award-winning manufacturer of innovatively designed and affordably priced gifts. The company is comprised of 3 divisions--Mud Pie Baby, Mud Pie Living and Mud Pie Fashion. ",N,Stores,Clothing stores,Children's clothing,Toys,,,,11,18,11,18,11,18,11,18,11,18,11,18,10:30,17:30,N,N,,N,N
STO87,Nature At Play,1375 Burlingame Ave,Burlingame,CA,94010,(650) 558-9258,https://www.facebook.com/natureatplay,"Nature At Play specializes in high quality European, American, and Thai wooden and non-electronic toys and games designed to help children develop an array of life skills (cognitive, problem solving, motor and social emotional skills), while enhancing their creativity and imagination. They promote play through open demos of games, activities, and toys. Also allowing a guarantee that your child loves the toy before you buy it! ",N,Stores,Toy stores,Toys,,,,,,,10,18,10,18,10,18,10,18,10,18,10,17,Y,N,,N,N
STO88,Nuts For Candy,1241 Broadway Ave,Burlingame,CA,94010,(650) 343-8758,http://www.nutsforcandy.com/,"With over 400 different candies from all around the world, there is no lack of variety.  All the current favorites are there, as well as all the oldie-but-goodies.  Whether you are looking to impress a child or a grown adult, few can resist the allure of a bag of their favorite flavor of gourmet Jelly Beans, a well-loved candy bar or even a special unexpected stuffed animal friend. ",N,Stores,Candy stores,Candy,Toys,,,,10,19,10,19,10,19,10,19,10,19,10,19,11,15,Y,N,,N,N
STO90,Palo Alto Sport Shop & Toy World,526 Waverley St,Palo Alto,CA,94301,(650) 328-8555,http://www.toyandsport.com/,"In addition to sporting goods and a complete swim department, this store has a good selection of toys and games. Its growing collection of over 10,000 products offers quality gifts and essentials for everyone – not only your classic Lego set or Melissa and Doug puzzle, but also a wide range of educational and active toys to keep your child busy during the school year and summer months.",N,Stores,Toy stores,Toys,Sporting goods,,,,9:30,18,9:30,18,9:30,18,9:30,18,9:30,18,9,18,10,17,Y,N,,N,N
STO91,Paper Vision,1345 Pacific Ave,Santa Cruz,CA,95060,(831) 458-1345,,"The main focus of Paper Vision is cards, calendars and other paper products. Once you get past the 1000's of excellent high quality cards for all occasions, many of which are by local artists, there are also toys for children and the young at heart, stickers, t shirts, posters, local art prints, zombie stuff, puzzles, and many gift ideas. ",N,Stores,Toy stores,Toys,,,,,11,19,11,19,11,19,11,19,10,20,10,20,11,18,N,N,,N,N
STO92,Paxton Gate’s Curiosities For Kids,766 Valencia St,San Francisco,CA,94110,(415) 252-9990,http://paxtongate.com/curiosities/curiosities,"Paxton Gate’s Curiosities for Kids features a nostalgic mix of toys and games evoking the pre-digital era for children and children-at-heart. They offer a selection of toys and children's items that pique the child's curiosity and natural developmental processes. Play, learn, and grow with the unique mix of amusements highlighting natural materials, handmade elements, and sustainable design.",N,Stores,Toy stores,Toys,Handmade,Wood,,,11,19,11,19,11,19,11,19,11,19,11,19,11,19,N,N,,N,Y
STO94,Reach and Teach,144 W 25th Ave,San Mateo,CA,94403,(650) 759-3784,http://www.reachandteach.com/,"Great store for finding unique birthday or baby shower gifts, the slogan is ""transforming the world through teachable moments"". Reach and Teach offers books, toys, teacher resources, and fair trade gifts for all ages. ",N,Stores,Toy stores,Toys,Books,,,,,,11,18:30,11,18:30,11,18:30,11,18:30,11,18:30,,,N,N,,N,N
STO95,Revolution 9,14 Bolinas Rd,Fairfax,CA,94978,(415) 459-7999,http://www.r9fairfax.com/,"Revolution 9 is a fun, creative place for kids of all ages.  Along with the collection of quirky toys and kids clothing, they have plenty of treasures for adults too - t-shirts, jewelry, novelties, and more! The shop is also home to the decked-out back room workshop, which hosts hangouts, art classes, birthday parties, crafts, game nights, an annual haunted house, and a few friendly pets.",N,Stores,Toy stores,Toys,,,,,10,18,10,18,10,18,10,18,10,21,10,21,10,18,N,N,,N,N
STO96,Rick’s Picks,375 Hartz Ave,Danville,CA,94526,(925) 837-3325,http://www.rickspicks.biz/,"Rick’s Picks is a deep discount retailer that sells brand name products at discounted prices. Selection of everything for your home, kitchen, garden and clothing and toys for your children. They sell a variety of merchandise that varies greatly from month to month. They primarily source direct from the manufacturers and importers to provide the greatest possible value to the consumers.  ",N,Stores,Homeware stores,Homeware,Toys,,,,10,18,10,18,10,18,10,18,10,18,10,18,11,17,Y,N,,N,N
STO97,Rick’s Picks,719 Main St,Pleasanton,CA,94566,(925) 426-7283,http://www.rickspicks.biz/,"Rick’s Picks is a deep discount retailer that sells brand name products at discounted prices. Selection of everything for your home, kitchen, garden and clothing and toys for your children. They sell a variety of merchandise that varies greatly from month to month. They primarily source direct from the manufacturers and importers to provide the greatest possible value to the consumers.  ",N,Stores,Toy stores,Toys,,,,,10,18,10,18,10,18,10,18,10,20,10,18,11,17,Y,N,,N,N
STO98,Right Start,3435 Sacramento St,San Francisco,CA,94118,(415) 202-1901,https://www.rightstart.com/,"Baby gear and furniture, feeding, toys and clothing. From pregnancy to toddlerhood and beyond, there’s something for everyone. Every product is pre-selected for innovation, excellence, developmental appropriateness and style.",N,Stores,Baby Gear & Furniture,Baby Gear & Furniture,Toys,,,,10,18,10,18,10,18,10,18,10,18,10,18,11,17,N,N,,N,N
STO99,Rockridge Home,5418 College Ave,Oakland,CA,94618,(510) 420-1928,http://www.rockridgehome.com/,This home and kitchen store has a small gifts section with children's gifts and toys. They focus on local and eco-friendly products. ,N,Stores,Homeware stores,Homeware,Toys,,,,11,20,11,20,11,20,11,20,11,20,11,20,11,20,N,N,,N,N
STO100,Ruby’s Garden,5026 Telegraph Ave,Oakland,CA,94609,(510) 595-5325,http://www.rubysgarden.com/,"Ruby's Garden is a Children's Clothes and Shoes store featuring Bay Area local & independent artists: bold modern, vintage charming, witty urban. They also have high quality gifts for babies, kids, and adults. A great selection of gently-used clothing and shoes for babies to age 8.",N,Stores,Clothing stores,Children's clothing,Toys,Books,Used,Resale,10,18,10,18,10,18,10,18,10,18,10,18,,,N,N,,N,Y
STO101,Russian Hill Bookstore,2234 Polk St,San Francisco,CA,94109,(415) 929-0997,http://russianhillbookstore.com/,"Russian Hill Bookstore, established in 1993, is one of the last family-owned used and new bookstores in San Francisco.  And over the years it has grown to become the best card shop in the city and a favorite place for toys and games for children of all ages.",N,Stores,Book stores,Books,Toys,,,,10,22,10,22,10,22,10,22,10,22,10,22,10,22,N,N,,N,N
STO102,San Francisco Kites & Toys,Pier 41,San Francisco,CA,94133,(415) 291-8770,http://www.sfkites.com/,"San Francisco Kite Company was founded in order to celebrate the beauty, wonder and joy inherent in both the amazing location on the waterfront of the San Francisco Bay and the experiences that can be had while flying the myriad kites of today. Fueled by innovations in production, materials and design, today’s manufacturers are producing high quality kites with profoundly improved flight performance. These new designs are both affordable and robust and make it easier for young and old, beginners and experts to get the most of out their kiting experience. ",N,Stores,Toy stores,Toys,,,,,10,20,10,20,10,20,10,20,10,22,10,22,10,22,N,N,,N,N
STO103,Sausalito Ferry Company Gift Store,688 Bridgeway,Sausalito,CA,94965,(415) 332-9590,http://www.sausalitoferry.com/,"Not your average souvenir store, Sausalito Ferry Company Gift Store carries an eclectic range of toys, books, figurines, gifts and novelty items",N,Stores,Toy stores,Toys,,,,,9:30,20,9:30,20,9:30,20,9:30,20,9:30,20,9:30,20,9:30,20,N,N,,N,Y
STO104,Secret Garden,180 Bon Air Shopping Center,Greenbrae,CA,94904,(415) 464-9294,http://www.secretgardenchild.com/,"At Secret Garden you will discover the finest collection of infant’s and children’s apparel; an enchanting atmosphere with unique gift ideas. For Weddings, Christenings, blessings, or any special occasion, the Secret Garden can help you add that touch of elegance. ",N,Stores,Clothing stores,Children's clothing,Toys,,,,10:15,18,10:15,18,10:15,18,10:15,18,10:15,18,10:15,18,12:15,17,Y,N,,N,N
STO105,Silver Moon Kids,3233 Lakeshore Ave,Oakland,CA,94610,(510) 835-2229,http://silvermoonkids.weebly.com/,"Silver Moon Kids is children’s new and resale store in Oakland, CA that carries clothing, shoes, accessories, toys, and books. They buy, sell and trade in children's clothing, shoes, and toys in sizes 0-12 years. They are looking for brand name clothing that are current and in excellent condition. They pay 40% in cash and 60% in trade/store credit. ",N,Stores,Resale stores,Toys,Resale,Children's clothing,Shoes,,10,18,10,18,10,18,10,18,10,18,10,18,10,16,N,N,,N,N
STO106,Sparky’s Fun & Joy,115 Clement St,San Francisco,CA,94118,(415) 236-3858,http://sparkysfunandjoy.com/,"Sparky’s Fun & Joy has a large supply of Balloons, Party Supplies and Toys for all special occasions. Their products are carefully selected to
bring customer’s quality toys, party supplies, games and balloons.  They specialize in creative and imagination for all ages.",N,Stores,Party supplies stores,Party Supplies,Toys,,,,,,10,18,10,18,10,18,10,18,9,18,9,14,N,N,,N,N
STO107,Sprout San Francisco,1828 Union St,San Francisco,CA,94123,(415) 359-9205,http://www.sproutsanfrancisco.com/,"Sprout San Francisco is a natural and organic children’s boutique, providing everything you need to create a healthy home for your child. Every product clothing, toys, baby care, bedding, and nursery items is evaluated to ensure it’s free from anything that might harm your baby.",N,Stores,Toy stores,Toys,,,,,10,19,10,19,10,19,10,19,10,19,10,19,11,17,N,N,,N,N
STO108,Susan’s Store Room,239 San Anselmo Ave,San Anselmo,CA,94979,(415) 456-1333,http://www.susansstoreroom.com/,"Susan’s Store Room is more than a toy store. It contains antiques, crafts items, stickers, unique jewelry among others. There are collections of Steiff bears, and unique gifts from many European countries. The store owner designs her own cards and has also written three children’s books staring Steiff bears.   ",N,Stores,Toy stores,Toys,,,,,10,17,10,17,10,17,10,17,10,17,10,17,13,17,N,N,,N,N
STO109,Sweet Dreams Toy Store,2921 College Ave,Berkeley,CA,94705,(510) 548-8697,http://stores.sweetdreamscandyandtoys.com/,"Since Sweet Dreams started as a small candy store in Berkeley in 1971 they serve decadent treats and handmade confections. Recently they expanded their selection beyond candies and added a variety of other delights including unique gifts, fanciful toys, and novelty fashion accessories.  You can browse the Candy Store, the Boutique, and the Toy Store to see what Sweet Dreams has or call to discover even more enchanting treasures.",N,Stores,Toy stores,Toys,,,,,10,18,10,18,10,18,10,18,10,18,10,18,11:30,17:30,Y,N,,N,N
STO110,Talbot’s Toyland,445 S B St,San Mateo,CA,94401,(650) 931-8100,http://www.talbotstoyland.com/,"Talbot’s Toyland is an independent toy retailer offering an exciting inventory that is curated to provide engaging and imaginative toys and products for children, there is always something new at Talbot's Toyland. Talbot's Toyland carries name brands toys, and playsets; featuring everything from Legos to Barbie dolls. Doll houses purchased at Talbot's Toyland are top of the line, and also come in a full range of collectors pieces that will remain timeless treasures.",N,Stores,Toy stores,Toys,Lego,Model Trains,Scooters,,9:30,18,9:30,18,9:30,18,9:30,18,9:30,18,9:30,18,11,17,Y,N,,N,Y
STO111,TANTRUM,858 Cole Street,San Francisco,CA,94117,(415) 504-6980,http://www.shoptantrum.com/,"TANTRUM is a curated whimsy filled with kid-centric well-designed gifts for kids and grown-ups alike. An imaginary world of times passed. Child-like, magical, nostalgic, and marvelous are the items that fill this unique and amazing space. The store is part carnival, part storybook, part memory. ",N,Stores,Toy stores,Toys,,,,,11,19,11,19,11,19,11,19,11,19,11,19,11,19,N,N,,N,N
STO112,Terra Kids Outdoor,690 Redwood Hwy Frontage Rd,Mill Valley,CA,94941,(415) 383-7529,www.terrakidsoutdoor.com,"Terra Kids Outdoor offers a huge selection of high quality outdoor products including America's finest cedar playsets from Backyard Adventures, the world's safest trampolines from Springfree, painted playhouses, high quality sheds, furniture and so much more. Whether you're searching for the perfect wooden swingset for your children, a play structure or trampoline that best fits your backyard, or a cedar shed to organize your garden tools, they have something for everyone. ",N,Stores,Toy stores,Toys,,,,,10,18,10,18,10,18,10,18,10,18,10,18,10,18,Y,N,,N,N
STO113,The Ark,3325 Sacramento St,San Francisco,CA,94118,(415) 440-8697,http://www.thearktoys.com/,"The Ark specializes in classic, imported Waldorf inspired toys. Lots of high quality wooden, educational and imaginative toys, games, puzzles and arts & crafts. ",N,Stores,Toy stores,Toys,Waldorf,Wood,,,10,19,10,19,10,19,10,19,10,19,10,19,10,19,N,N,,N,N
STO114,The Ark Toy Store,1812 4th St,Berkeley,CA,94710,(510) 849-1930,http://www.thearktoys.com/,"The Ark specializes in classic, imported Waldorf inspired toys. Lots of high quality wooden, educational and imaginative toys, games, puzzles and arts & crafts. ",N,Stores,Toy stores,Toys,Waldorf,Wood,,,10,19,10,19,10,19,10,19,10,19,10,19,10,19,Y,N,,N,N
STO115,The Ark Toy Store,3845 24th St,San Francisco,CA,94114,(415) 821-1257,http://www.thearktoys.com/,"The Ark specializes in classic, imported Waldorf inspired toys. Lots of high quality wooden, educational and imaginative toys, games, puzzles and arts & crafts. ",N,Stores,Toy stores,Toys,Waldorf,Wood,,,10,18,10,18,10,18,10,18,10,19,10,19,10,19,N,N,,N,N
STO116,The Disney Store - Gilroy,681 Leavesley Rd,Gilroy,CA,95020,(408) 842-3487,http://stores.disneystore.com/ca/gilroy/865/,"Disney Store's Gilroy location offers the latest in official Disney merchandise, including Disney toys, clothes and Disney collectibles featuring everyone's favorite characters including Mickey Mouse, the Disney Princesses, Fairies, Buzz Light-year, Pooh and so Many More!",N,Stores,Toy stores,Toys,,,,,10,21,10,21,10,21,10,21,10,21,10,21,10,19,Y,N,,N,N
STO117,The Disney Store - Newark,2086 Newpark Mall,Newark,CA,94560,(510) 494-0631,http://stores.disneystore.com/ca/newark/710/,"Disney Store's Newark location offers the latest in official Disney merchandise, including Disney toys, clothes and Disney collectibles featuring everyone's favorite characters including Mickey Mouse, the Disney Princesses, Fairies, Buzz Lightyear, Pooh and so Many More!",N,Stores,Toy stores,Toys,,,,,10,21,10,21,10,21,10,21,10,21,10,21,11,19,Y,N,,N,N
STO118,The Disney Store - San Francisco,39 Stockton St,San Francisco,CA,94108,(415) 283-0245,http://stores.disneystore.com/ca/san-francisco/723/,"Disney Store's San Francisco location offers the latest in official Disney merchandise, including Disney toys, clothes and Disney collectibles featuring everyone's favorite characters including Mickey Mouse, the Disney Princesses, Fairies, Buzz Lightyear, Pooh and so Many More!",N,Stores,Toy stores,Toys,,,,,10,21,10,21,10,21,10,21,10,21,10,21,10,19,N,N,,N,N
STO119,The Disney Store - Santa Clara,2855 Stevens Creek Blvd,Santa Clara,CA,95050,(408) 557-0355,http://stores.disneystore.com/ca/santa-clara/344/,"Disney Store's Santa Clara location offers the latest in official Disney merchandise, including Disney toys, clothes and Disney collectibles featuring everyone's favorite characters including Mickey Mouse, the Disney Princesses, Fairies, Buzz Lightyear, Pooh and so Many More!",N,Stores,Toy stores,Toys,,,,,10,21:30,10:30,21:30,10:30,21:30,10:30,21:30,10:30,21:30,10,21,11,19,Y,Y,,N,N
STO120,The Girls at Los Altos,239 State St,Los Altos,CA,94022,(650) 866-5598,thegirlsla.com,"Extensive collection of flower girl and special occasion dresses. They also offer a variety of events and activities, such as Arts & Crafts Workshops and weekend birthday parties. ",N,Stores,Toy stores,Toys,,,,,11,15,11,15,11,15,11,15,11,15,10,18,,,N,N,,N,N
STO121,The Hungry Caterpillar,544 Palm St,Santa Cruz,CA,95060,(831) 713-6112,https://www.facebook.com/pages/The-Hungry-Caterpillar-Childrens-Store/286022581480219?sk=info&tab=page_info,"The Hungry Caterpillar carry new and used children's clothing, toys, equipment, and accessories. They have a large section of Melissa & Doug toys. They also buy, sell, and trade children's apparel, equipment, toys.",N,Stores,Toy stores,Toys,,,,,,,,,10,14,11:30,17:30,11:30,17:30,11:30,17:30,,,Y,N,,N,N
STO122,The LEGO Store,2855 Stevens Creek Blvd,Santa Clara,CA,95050,(408) 247-8071,http://stores.lego.com/en-us/stores/us/valley-fair,Located near Macy's on the first floor of Westfield Valley Fair. Variety of sets and a container wall at the back. Gets crowded on the weekends. ,N,Stores,Toy stores,Toys,,,,,10,21:30,10,21:30,10,21:30,10,21:30,10,21:30,10,21,11,19,Y,Y,,N,N
