Name,Address,City,State,Zip,Phone,URL,Description,Type,Picnic,Family Friendly,Requires Reservations,Tasting Fee,Monday Open,Monday Close,Tuesday Open,Tuesday Close,Wednesday Open,Wednesday Close,Thursday Open,Thursday Close,Friday Open,Friday Close,Saturday Open,Saturday Open,Sunday Open,Sunday Close,Snugabug Pick
"Cuvaison Estate Wines, Carneros",1221 Duhig Road,Napa,CA,94559,(707) 942-2455,www.cuvaison.com,"Established in 1969, Cuvaison is a Napa Valley estate vineyard and winery that produces Chardonnay and Pinot Noir grown exclusively on its certified sustainable vineyard in Carneros, Napa Valley. Dedicated to a philosophy of producing vineyard-driven wines, Cuvaison employs block by block farming methods and a hand-crafted vineyard-to-bottle winemaking approach. Created from blocks that have been vinified separately by Winemaker Steve Rogstad, Cuvaison wines are consistently balanced and approachable, favoring nuance and complexity over sheer power and ripeness.",Wineries,Y,N,Y,Y,10,16,10,16,10,16,10,16,10,16,10,16,10,16,
Tudal Winery,1015 Big Tree Rd,St. Helena,CA,94574,(707) 963-3947,www.tudalwinery.com,"_Tudal Winery was founded in 1974 when Arnold and Alma Tudal retired to northern Napa Valley from Alameda. After 27 years as a vegetable farmer, Arnold purchased ten acres within the shadow of the Mayacamas Mountains with the Napa River running alongside the property.  On the advice of Louis P. Martini, Arnold planted Cabernet Sauvignon grapes and by 1977, he was producing his own ""home-made"" wines from those vines.  The first commercial release of his Estate Cabernet Sauvignon was seen in 1979 as Arnold's winery and homestead neared completion.  By the time of his passing in July of 2006, Arnold had built his reputation in the valley not only as a winemaker but as an enthralling storyteller.  He was one of the Napa Valley's congenial ""old-timers,"" known as one of the few vintners that baseball great Joe DiMaggio would make a pilgrimage to visit. ",Wineries,N,Y,Y,Y,9,17,9,17,9,17,9,17,9,17,9,17,9,17,
Reid Family Vineyards,1020 Borrette Ln,Napa,CA,94558,(707) 252-3195,reidfamilyvineyards.com,"Reid Family Vineyards was founded in 1992 with the planting of a small Napa Valley vineyard in the foothills of Mt. Veeder. The estate was originally homesteaded in 1880 as a prune ranch and the original barn still remains as a silent reminder of that era.
The wine is made using traditional French barrel-to-barrel racking techniques without filtration or fining.  It is literally hand crafted and nurtured through each step of the winemaking process. One hundred percent French oak and the best Napa Valley grapes are used to produce about 400 cases of each year.",Wineries,N,Y,Y,Y,9,17,9,17,9,17,9,17,9,17,9,17,9,17,
Sutter Home Family Vineyards,277 St Helena Hwy S,St. Helena,CA,94574,(707) 963-3104 ext. 4208,www.sutterhome.com,"When the Trinchero family bought the Sutter Home Winery in 1948, they had a vision, a passion, and apparently, an insight into consumer tastes. In the early 1970s, Sutter Home started a trend when the company created White Zinfandel, introducing a new, sweeter flavor profile. They changed the way Americans enjoyed wine by offering them high-quality varietals at an affordable price. By the 1980s and 1990s, Sutter Home became a household name and the second largest independent family-run winery in the United States.",Wineries,N,Y,N,Y,10,17,10,17,10,17,10,17,10,17,10,17,10,17,
Raymond Vineyard and Cellar,849 Zinfandel Ln,St. Helena,CA,94574,(707) 963-3141,raymondvineyards.com,"Raymond Vineyards, founded in 1970, is one of the Napa Valley's pioneers and great estates. Arriving to Napa in 1933, the Raymond family became deeply connected to the valley's winemaking origins. In 1970, they established a 90-acre estate in Rutherford that now comprises 300 acres in Rutherford, St. Helena and Jameson Canyon. Five generations of the Raymond family created a Napa icon, with an enduring reputation for elegant wines with a beautiful balance of finesse, power and complexity.
Today, inspired by the vision of Proprietor Jean-Charles Boisset, Raymond is a dynamic destination dedicated to inspiring its guests' passion for fine wine in an environment of exploration, creativity, and elegant whimsicality, where each in a series of diverse experiences progresses visitors into another world of discovery and exceptional wines.
Further, Raymond's Rutherford and St. Helena estate vineyards are certified organic and Biodynamic, and 100% of the winery's power comes from renewable solar energy.",Wineries,N,Y,N,Y,10,15:30,10,15:30,10,15:30,10,15:30,10,15:30,10,15:30,10,15:30,
Robert Mondavi Winery,7801 St Helena Hwy,St. Helena,CA,94574,(707) 226-1395,www.robertmondaviwinery.com,"Robert Mondavi established his namesake winery in 1966 with a vision to create Napa Valley wines that would stand in the company of the world’s finest.  He chose To Kalon Vineyard in the heart of the Napa Valley as the home for Robert Mondavi Winery. This first-growth vineyard, located in Oakville, California, is renowned for producing some of the finest Cabernet Sauvignon wines in the world, as well as for its Sauvignon Blanc grapes, from which Mr. Mondavi crafted his signature wine, Fumé Blanc.",Wineries,N,Y,N,Y,10,17,10,17,10,17,10,17,10,17,10,17,10,17,
Beringer Vineyards,2000 Main St,St. Helena,CA,94574,(707) 302-7592,www.beringer.com,"Our history dates back to the year 1868, when Jacob Beringer, enticed by the opportunities of the new world, sailed from his home in Mainz, Germany, to New York. However, after hearing that the rocky hillside soil and fertile valley floor resembled that of vineyards back home in Germany, Jacob made his way to the Napa Valley. Jacob and his brother Frederick purchased 215 acres of land in 1875, and became one of the first wineries in Napa Valley.
Since then, we have honed, deepened, and expanded the art of winemaking. We pursue balance between modern technology and time-tested winemaking traditions, resulting in wines of global recognition.",Wineries,N,Y,N,Y,10,18,10,18,10,18,10,18,10,18,10,18,10,18,
Acacia Vineyard,2750 Las Amigas Rd,Napa,CA,94559,(707) 226-9991,www.acaciavineyard.com,"Long before the climate of the Carneros American Viticultural Area (AVA) was recognized as ideal for growing Chardonnay and Pinot Noir, Acacia’s pioneering founders were convinced of it. Their goal when they launched Acacia was to achieve a certain balance in Pinot Noir that, at the time, existed only in French wines. They wanted to make a single-vineyard California Pinot Noir that was both complex and delicate—a wine that heightened the enjoyment of food, making everything a little more delicious.
Today, that quality is what draws aficionados and novices alike to Acacia wines. It’s what has helped put Carneros on the map. And it’s what continues to inspire winemaking at Acacia after more than 30 years, from the ferocious belief in the possibility of this place to the artistry of capturing its essence in a glass.",Wineries,N,Y,Y,Y,10,16,10,16,10,16,10,16,10,16,10,16,12,16,
Castello di Amorosa,4045 St Helena Hwy,Calistoga,CA,94515,(707) 967-6272,www.castellodiamorosa.com,"Visit the authentically-styled, 13th century, Tuscan castle and winery. You can visit us with or without a guided tour. With General Admission, enjoy roaming access on two levels of the winery and a five wine premium or a six wine reserve tasting in our main tasting room.",Wineries,N,Y,N,Y,9:30,17,9:30,17,9:30,17,9:30,17,9:30,17,9:30,17,9:30,17,
Black Stallion Winery,4089 Silverado Trail,Napa,CA,94558,(707) 253-1400,www.blackstallionwinery.com,"In July 2007, Black Stallion  Estate Winery became the latest addition to the prestigious collection of wineries in the Napa Valley. Named for a historic equestrian center, the indoor track now houses winemaking production and remnants of the original 36 horse stalls are still visible today.
In May 2010, Black Stallion Estate Winery was purchased by the Indelicato Family, one of the leading family-owned wine producers in the country. The grape growing and wine making history of the Indelicato family has spanned three generations and more than 85 years. The family is very involved with all aspects of Black Stallion and their dedication is evident both in our wines and the “family feel” of the winery.",Wineries,N,Y,N,Y,10,17,10,17,10,17,10,17,10,17,10,17,10,17,
Grgich Hills Estate,1829 St Helena Hwy,Rutherford,CA,94573,(707) 963-2784,www.grgich.com,"Miljenko “Mike” Grgich first gained international recognition at the celebrated “Paris Tasting” of 1976. Then, in a now-historic blind tasting, a panel of eminent French judges swirled, sniffed, and sipped an array of the fabled white Burgundies of France and a small sampling of upstart Chardonnays from the Napa Valley. When their scores were tallied, the French judges were shocked: they had chosen the 1973 Chateau Montelena Chardonnay, crafted by Mike Grgich,  as the finest white wine in the world. Mon Dieu! The results stunned the international wine establishment and immediately earned Mike a reputation as one of the greatest winemakers in the world.
Today, we remain committed to making distinctive wines with quality, consistency and longevity. We are proud that world leaders such as Presidents Reagan and Clinton, Queen Elizabeth II and French President François Mitterrand chose our wines to serve at state dinners, but we are just as proud that every single day discriminating wine drinkers count on Grgich Hills to turn their own dinners into special occasions.
We treat each of our six different wines as a special child, carefully nurturing their development and character. Our pride and joy is our Chardonnay, an elegant example of the varietal displaying rich flavors and exquisite balance. As a complement to the Chardonnay, we also produce a refreshingly crisp Fumé Blanc, a rich and spicy Zinfandel, a Cabernet Sauvignon with tremendous depth and complexity, a lush and richly fragrant Merlot, and a luscious dessert wine named “Violetta,” in honor of Mike’s daughter, Violet.",Wineries,N,Y,N,Y,9:30,16:30,9:30,16:30,9:30,16:30,9:30,16:30,9:30,16:30,9:30,16:30,9:30,16:30,
St. Supery Estate Vineyards & Winery,8440 Saint Helena Highway,Rutherford,CA,94573,(707) 963-4507,www.stsupery.com,"St. Supéry Estate Vineyards & Winery is a family owned, sustainably farmed winery. We are located in the renowned Rutherford growing region in the heart of Napa Valley. Our vineyards and winery are certified Napa Green. We are proud to be recognized for our exceptional Sauvignon Blanc, Cabernet Sauvignon and estate red and white blends. All of our wines are estate grown, produced and bottled.",Wineries,N,Y,N,Y,10,17,10,17,10,17,10,17,10,17,10,17,10,17,
Jamieson Ranch Vineyards,1 Kirkland Ranch Rd,Napa,CA,94558,(707) 254-8673,www.jamiesonranch.com,"Jamieson Ranch Vineyards is the southernmost winery in the Napa Valley, one of the world’s foremost winemaking regions. The estate’s more than 300 acres of gently rolling hills and terraced vineyards benefit from the cooling fog and breezes from the nearby San Pablo Bay, climatic conditions that favor the production of exceptional Pinot Noir and Chardonnay.
The unique architecture of Jamieson Ranch Vineyards is reminiscent of a majestic western mountain lodge, replete with soaring ceilings, seating around a cozy fireplace, an observation gallery overlooking the barrel room and production area, and a spectacular wraparound veranda that affords sweeping views of the Napa Valley and San Pablo Bay.",Wineries,N,Y,Y,Y,10,17,10,17,10,17,10,17,10,17,10,17,10,17,
Artesa Vineyard and Winery,1345 Henry Rd,Napa,CA,94559,(707) 224-1668,www.artesawinery.com,"Set high into a hilltop with panoramic views of Napa Valley, San Francisco Bay and its own estate vineyards, it's easy to see why Artesa is called the Jewel of Carneros. 
Perhaps no other winery captures the multi-faceted beauty of this windswept, world-famous appellation as dramatically as the Artesa estate, where the fusion of architecture, artistry and winegrowing reaches soaring heights. 
Owned by the Raventos family of Spain, whose winemaking history dates to the mid-sixteenth century, the winery takes its name from the Catalan word for ""handcrafted."" Today, Artesa focuses on producingsmall, ultra-premium lots of the varietals for which the Carneros and the Napa Valley are best known - Chardonnay, Pinot Noir, Merlot and Cabernet Sauvignon. ",Wineries,N,Y,N,Y,10,17,10,17,10,17,10,17,10,17,10,17,10,17,
Holman Cellars,190 Camino Oruga #9,Napa,CA,94558,707.287.7557,www.holmancellars.com,"Driven by a passion for wine and the camaraderie of family & friends, Holman Cellars was conceived. The quintessential ""Garagiste"" winery, Holman Cellars began as a wine project in a horse barn. As the wines resulted in resounding success, production began to grow and more varietals were vinified. ",Wineries,N,Y,Y,Y,10,16,10,16,10,16,,,10,16,10,16,,,
Judd's Hill Winery,2332 Silverado Trail,Napa,CA,94558,(707) 255-2332,www.juddshill.com,"Judd's Hill is owned and operated by two generations of the Finkelstein family.  Bunnie, Judd and Holly Finkelstein are vintners dedicated to producing ultra-premium, handcrafted wines.  Our family has been making wine in Napa Valley since the 1970's and continues to produce signature wines that are fruit-driven, concentrated and just simply delicious.  Taking an intimate and personal approach to our winemaking, we limit our annual production to less than 3,000 cases. 
In 2006 construction was completed on our new winery located at the southern end of the Silverado Trail.  We designed it to be as green as possible, minimizing our impact on the land.   The use of environmentally efficient drainage, solar lighting and an aggressive recycling and composting program are a few ways that our winery uses smart design to make a difference.  As a result, Judd's Hill has been certified as one of the first Napa Valley Green Wineries by the Napa Valley Vintners.",Wineries,N,Y,Y,Y,10,16,10,16,10,16,10,16,10,16,10,16,10,16,
Signorello Estate,4500 Silverado Trail,Napa,CA,94558,(707) 255-5990,signorelloestate.com,"Signorello Estate is a one-of-a-kind reflection of a wholly unique Napa Valley hillside vineyard and terroir. Planted and cultivated by the Signorello Family since 1977, these grapes are the foundation of their richly structured, intensely flavored Estate wines. Ray Signorello, Jr. has left no stone unturned, no philosophy unexplored, no ancient or modern viticulture and winemaking idea untried in his decades-long quest to produce the perfect Napa Valley Cabernet Sauvignon for his customers.",Wineries,N,Y,Y,Y,10,17,10,17,10,17,10,17,10,17,10,17,10,17,
Conn Creek Winery,8711 Silverado Trail,St. Helena,CA,94574,(707) 963-9100,www.conncreek.com,"Nearly forty years after its founding, Conn Creek is still focused on what Napa Valley does best: Cabernet Sauvignon and other Bordeaux varietals.",Wineries,N,Y,N,Y,11,16,11,16,11,16,11,16,11,16,11,16,11,16,
Nichelini Winery,2950 Sage Canyon Rd,St. Helena,CA,94574,(707) 963-0717,www.nicheliniwinery.com,"Nichelini Family Winery is proud to be one of the pioneers of Napa Valley’s modern wine industry. In 1884, travelling on horseback, homesteaders Anton and Caterina Nichelini became the first Swiss settlers in Napa County’s Chiles Valley. They quickly set about planting vines and olive trees, and by 1895 had constructed a hand-hewn stone winery with a seven-bedroom house above it. This would provide a home for the Nichelinis and their eventual 12 children.
The winery, original Roman wine press and house still stand today and have remained in our family’s hands for more than 120 years, making us the oldest family owned winery in Napa County. Our motto is “Generation to Generation”, and to date five generations of Nichelinis have passed on their winemaking knowledge as well as their traditions of hard work and careful craftsmanship. We strive to produce truly world-class, American wines that exhibit finesse, simplicity, and individuality.",Wineries,N,Y,Y,Y,,,,,,,,,,,11,17,11,17,
Hess Collection,4411 Redwood Rd,Napa,CA,94558,(707) 255-1144,www.hesscollection.com,"The Hess Collection was founded by Swiss entrepreneur Donald Hess, who first purchased vineyards on Mount Veeder in 1978. The winery is best known for its flagship Mount Veeder Cabernet Sauvignon and Chardonnay wines, and single vineyard designates from our estate vineyards in Napa Valley. A leader in sustainable practices, The Hess Collection adheres to founder Donald Hess’ philosophy: “Nurture the land; return what you take.”
Located in the historic stone winery originally constructed in 1903 by Colonel Theodore Gier, the winery first opened to the public in 1989. It since has earned international recognition for its wine, culinary and visitor programs, and provides free public access to Donald Hess’ extensive private contemporary Art Museum.",Wineries,N,Y,N,Y,10,17:30,10,17:30,10,17:30,10,17:30,10,17:30,10,17:30,10,17:30,
Honig Cellars,850 Rutherford Rd,Rutherford,CA,94573,(707) 963-5618,www.honigwine.com,"Winemaker Kristin Belair focuses production solely on Sauvignon Blanc and Cabernet Sauvignon, and Honig wines can be found on the wine lists across the country. Louis Honig’s vision of bringing his family together to share in the beauty and bounty of Napa Valley, while producing outstanding wines, has become a reality.",Wineries,N,Y,Y,Y,10,16:30,10,16:30,10,16:30,10,16:30,10,16:30,10,16:30,10,16:30,
Bourassa Vineyards,190 Camino Oruga,Napa,CA,94558,(707) 254-4922,www.bourassavineyards.com,"Today, with a total production of 3,500 cases, Vic, along with wife Kathy, devote much of the winery's attention to the five Bordeaux varietals: Cabernet Franc, Cabernet Sauvignon, Malbec, Merlot, and Petit Verdot. Additionally, Bourassa produces a Port made using the Solera system; a system that uses fractional blending in such a way that the finished port is a mixture of ages with the average age of the port gradually increasing. ",Wineries,N,Y,Y,Y,,,10,15:30,10,15:30,10,15:30,10,15:30,10,15:30,,,
Patz & Hall Winery,21200 8th Street East,Sonoma,CA,95476,(707) 265-7700,www.patzhall.com,"Patz & Hall was founded in 1988 by four talented individuals - Donald Patz, James Hall, Anne Moses and Heather Patz. Together, they have turned Patz & Hall into one of California’s most highly regarded wineries, with a celebrated portfolio of single-vineyard Chardonnay and Pinot Noir wines.",Wineries,N,Y,N,Y,10,16,,,,,10,16,10,16,10,16,10,16,
Turnbull Wine Cellars,8210 St Helena Hwy,Oakville,CA,94562,(707) 963-5839,www.turnbullwines.com,"Turnbull has been rooted in the culture and history of the Napa Valley for more than 35 years. Operating our small, family business from the original estate winery in Oakville, we stand for exceptional quality and a true Napa Valley wine experience, as it should be.
We offer enduring Cabernet Sauvignon with a depth and texture of lasting quality. We make elegant, structured wines, crafted from our four estate vineyards that deliver our signature profile year in and year out – a result of our careful hand in all aspects of the making process, from dirt to bottle.",Wineries,N,Y,N,Y,10,17,10,17,10,17,10,17,10,17,10,17,10,17,
Casa Nuestra Winery & Vineyards,3451 Silverado Trail N,St. Helena,CA,94574,(707) 963-5783,www.casanuestra.com,"CASA NUESTRA (which means “Our House”) has produced about 2,000 cases of hand made wine annually since its establishment by the Kirkham family in 1979. Gene Kirkham aka the “Happy Farmer” continues to oversee all operations now in its 28th year
The Happy FarmerCasa Nuestra crafts several wines including Meritage, Merlot, Cabernet Franc, Cabernet Sauvignon, dry Chenin Blanc, White Riesling, Petite Sirah, Charbono, French Colombard, Rosado, a dry rose and two proprietary red wines called Tinto Classico and Tinto St. Helena – unique wines made from rare, one-of-a-kind ” field blend” vineyards. All of their wines are award winning and very limited. ",Wineries,N,Y,Y,Y,10,17,10,17,10,17,10,17,10,17,10,17,10,17,
Hopper Creek Winery,6204 Washington St,Napa,CA,94558,(707) 944-2139,www.hoppercreek.com,"Our eight-acre property was acquired by Edmond Maudiere and partners in 1976, but not developed until 1984. The six acres of vineyards were originally planted with Pinot Noir vines in north-south rows. In 1991 the vines were pulled and replaced with Merlot stock in an east-west configuration to improve sun exposure and reduce the potential for wind damage. After current proprietor Dieter Tede acquired the property in 1996, Cabernet Sauvignon vines were added to the vineyards.
Our six-acre Yountville vineyards produce about 3.5 tons of Cabernet Sauvignon and Merlot per acre annually. We purchase additional super-premium grapes from top growers in Sonoma County to round out our portfolio with Chardonnay, Zinfandel, and Petite Syrah.",Wineries,N,Y,Y,Y,12,17,12,17,12,17,12,17,12,17,12,17,12,17,
Viader Vineyards,1120 Deer Park Road,Deer Park,CA,94576, (707) 963-3816,www.viader.com,"An elegant wine showing the staying power that a blend of mountain grown Cabernet Sauvignon highly influenced by Cabernet Franc delivers. A wine that involves all your senses and presents itself as pure natural harmony, and serves as the perfect background music to an evening's conversation between two good friends.
From the aromatics that entice you to the glass...to the deep color and dense complex layers of dark fruit...our wine delivers without ever taxing your palate. Everything in our wine invites a pleasant sense of well being.",Wineries,N,Y,Y,Y,8:30,16:30,8:30,16:30,8:30,16:30,8:30,16:30,8:30,16:30,10,16:30,10,16:30,
Palmaz Vineyards,4029 Hagen Rd,Napa,CA,94558,(707) 226-5587,www.palmazvineyards.com/winery.cfm,"Palmaz Vineyards' winemaking and aging takes place within the living rock of Mount George, in a flawlessly engineered maze of tunnels and lofty domes. The height of the wine cave is equivalent to an 18-storey building, providing the vertical range needed for true gravity-flow winemaking. Thus, the wine is never subjected to the violent agitation of pumping, which can change the wine’s intra-molecular structure. This gentle treatment allows the finest nuances of flavor to develop naturally—the result is a complex, elegant wine.",Wineries,N,Y,Y,Y,10,17,10,17,10,17,10,17,10,17,10,17,10,17,
Seavey Vineyard,1310 Conn Valley Rd,St. Helena,CA,94574,(707) 963-8339,www.seaveyvineyard.com,"In 1989, the Seaveys renovated the original 1881 stone dairy barn as their winery and tasting room, and in 1990 made their inaugural vintages of Cabernet Sauvignon and Chardonnay under the Seavey Vineyard label, adding Merlot in 1994 and their second Cabernet label, Caravina, in 1999. The success of their early vintages encouraged them to expand production, especially of Cabernet Sauvignon, requiring construction of a second winery building in 2000.
In 2003, the Seaveys installed one of the first solar energy systems used by a Napa Valley winery. The project eliminates 24,000 pounds of carbon dioxide emissions annually.
The Seaveys also raise a small number of beef cattle, whose primary function is to keep the grass down in the hills and front pastures for fire prevention, and which occasionally provide a welcome source of organic beef for family and friends.",Wineries,N,Y,Y,Y,10,16,10,16,10,16,10,16,10,16,10,16,,,
Anaba,60 Bonneau Rd,Sonoma,CA,95476,707-996-4188,www.anabawines.com,"On tranquil summer days, as golden sun kisses the valleys and hills of vineyards in Sonoma, unique air currents bring cooling breezes inland from the Pacific Ocean and San Pablo Bay. Wafting softly, with some gusts and gales, they glide through the vineyard rows. As they encounter steeper slopes and drift upward, they become anabatic winds. Soaring glider pilots rely on them for flight. We treasure them for the coolness they impart on their journey — a gift of nature that makes the vineyard more temperate and slows the ripening process, producing robust flavors and distinctive varietal characters in our grapes.
Our exclusive Anaba wines are handcrafted from the best Rhône and Burgundian grape varieties grown at our Carneros Estate vineyard and in selected outstanding vineyard properties throughout Sonoma County. Our Rhône-style wines are artistic blends, inspired by the rugged earthiness of France's Rhône Valley and replicated in the rocky Sonoma soils. Our Chardonnays and Pinot Noirs reflect the elegance and grace of the gently sloping vineyards found in Burgundy, crafted from similar sites in the Sonoma Coast and Carneros appellations. ",Wineries,Y,Y,Y,Y,10:30,17:30,10:30,17:30,10:30,17:30,10:30,17:30,10:30,17:30,10:30,17:30,10:30,17:30,
B.R. Cohn Winery,15000 Sonoma Hwy,Glen Ellen,CA,95442,800-330-4064 ext.124,brcohn.com,"B.R. Cohn Winery invites you to join us and discover an experience like no other. Situated just one hour north of San Francisco, our picturesque rolling vineyards are nestled between the Mayacamas and Sonoma Mountains, creating a picture perfect setting for your Wine Country getaway.
B.R. Cohn estate winery is known for world-class, critically acclaimed, ultra-premium cabernet sauvignon, chardonnay, merlot, pinot noir and award winning gourmet estate olive oils, vinegars and specialty gourmet food products. The tasting room is a top destination for visitors and hosts numerous unique events and experiences throughout the year.",Wineries,Y,Y,N,Y,10,17,10,17,10,17,10,17,10,17,10,17,10,17,
Bartholomew Park Winery,1000 Vineyard Ln,Sonoma,CA,95476,707-939-3026,www.bartpark.com,"Founded in 1994 with a vision to produce handcrafted, site-specific wines, Bartholomew Park's 21-acre Estate Vineyard is located at the base of the Mayacamas Mountain range in Sonoma Valley. The unique setting of this vineyard, tucked up against Arroyo Seco, enjoys, warm temperatures, constant breezes and excellent drainage typical of higher elevation sites.
This treasure trove of an estate vineyard has been completely replanted in recent years, is farmed organically, and received organic certification in 2005.  Bartholomew Park Winery works closely with Vineyard Manager Phil Coturri to ensure that handwork in the vineyard and in the cellar translates to a faithful expression of this ancient alpine range and its historic vineyard site.",Wineries,Y,Y,N,Y,11,16:30,11,16:30,11,16:30,11,16:30,11,16:30,11,16:30,11,16:30,Y
Benziger Family Winery,1883 London Ranch Rd,Glen Ellen,CA,95442,888-490-2739,www.benziger.com,"At Benziger, we're about three things: family, great wine and healthy vineyards. For more than thirty years, we've farmed our ranch on Sonoma Mountain and searched Sonoma County for the most distinctive and expressive vineyards. Once found, we tend these sites using certified Biodynamic, organic and sustainable farming methods. The result is a portfolio of authentic and memorable wines.",Wineries,Y,Y,Y,Y,10,17,10,17,10,17,10,17,10,17,10,17,10,17,
Buena Vista Winery,18000 Old Winery Rd,Sonoma,CA,95476,800-926-1266,www.buenavistawinery.com,"Before there were vineyards in every valley north of San Francisco, before Napa and Sonoma were household names, before there was a California wine world at all, there was Buena Vista.  Founded in 1857, Buena Vista is California’s first premium winery, and its history is as colorful as it is proud. Today, the legend is being re-born under the vision of Jean-Charles Boisset. Just outside the town of Sonoma, the original winery is now a California Historic Landmark, and home to our Winery, Tasting Room, and Visitor’s Center. - See more at: http://www.buenavistawinery.com/about-us/buena-vista-today.",Wineries,Y,Y,Y,Y,10,17,10,17,10,17,10,17,10,17,10,17,10,17,
Chateau St. Jean,8555 Sonoma Hwy,Kenwood,CA,95452,877-478-5326,www.chateaustjean.com,"Chateau St. Jean is a ""must-see"" winery in the Sonoma Valley offering guests a true Sonoma experience. Come discover, taste and savor the many pleasures of our winery and the surrounding Sonoma Valley.        ",Wineries,Y,Y,N,Y,10,17,10,17,10,17,10,17,10,17,10,17,10,17,Y
Cline Cellars,24737 Arnold Dr,Sonoma,CA,95476,707-940-4001,clinecellars.com,"We're Cline Cellars, a family-owned vineyard and winery in the beautiful Carneros region of Sonoma County, California. Our family business is situated on a historic 350-acre estate where we sustainably farm and craft Single Vineyard, Sonoma County, Ancient Vine and California wines.",Wineries,Y,Y,N,N,10,18,10,18,10,18,10,18,10,18,10,18,10,18,
Deerfield Ranch Winery,10200 Sonoma Hwy,Kenwood,CA,95452,707-833-5215,www.deerfieldranch.com,"Visit us on your next wine country excursion. Our tasting room is in the center of our 23,000 square feet wine cave, in the heart of the production facility.
You walk through the crush pad, around the fermenting tanks through beautiful Redwood portal doors into the cave. Stroll past hundreds of barrels full of wine to the center of the wine glass shaped cave and into the Grand Room. Sit comfortably in overstuffed couches and chairs, instead of standing at a crowded tasting bar.
You'll have the opportunity to relax and savor various flights of wine selected from the 20 wines made by Deerfield. Your taste and our hosts will guide you on a sensory experience that is much more than the average tasting. Tasting fees, which range from $10 to $25 per person can be applied to the purchase of three bottles of more.",Wineries,Y,Y,N,Y,10:30,16:30,10:30,16:30,10:30,16:30,10:30,16:30,10:30,16:30,10:30,16:30,10:30,16:30,
Gundlach Bundschu Winery,2000 Denmark St,Sonoma,CA,95476,707-938-5277,www.gunbun.com,"For six generations and over 150 years, our family has farmed our estate vineyard at the crossroads of the Sonoma Valley, Carneros and Napa Valley appellations. Today, we focus on making small lots of ultra-premium wines from this distinctive and historic property.",Wineries,Y,Y,N,Y,11,16:30,11,16:30,11,16:30,11,16:30,11,16:30,11,16:30,11,16:30,
Imagery Estate Winery,14335 Sonoma Hwy,Glen Ellen,CA,95442,707-935-4500,www.imagerywinery.com,"After a day in wine country, it can all start to blend together. “Chard, Merlot, Cab, Pinot, Chard, Cab, blah, blah, blah”. Get off the conventional merry-go-round and try something a little, well, edgier.
 
At Imagery, we’re all about experimenting with new varietals, exploring little known grape regions, and shining the spotlight on wines that are usually swallowed up in big blends.
 
We don’t follow the rules, we’re not opposed to taking a few risks, and we always have fun. Shouldn’t wine be fun?",Wineries,Y,Y,N,Y,10,17,10,17,10,17,10,17,10,17,10,17,10,17,
Jacuzzi Family Vineyards,24724 Arnold Dr,Sonoma,CA,95476,707-931-7575,www.jacuzziwines.com,"Jacuzzi Family Vineyards owns and farms grapes at its estate in Sonoma-Carneros and the Sonoma Coast appellation, specifically the Petaluma Gap.",Wineries,Y,Y,N,N,10,17:30,10,17:30,10,17:30,10,17:30,10,17:30,10,17:30,10,17:30,
Kenwood Vineyards,9592 Sonoma Hwy,Kenwood,CA,95452,707-833-5891,www.kenwoodvineyards.com,"Located in the heart of the Sonoma Valley, Kenwood Vineyards is dedicated to producing premium wines truly representative of Sonoma County’s world-class vineyards.
Kenwood Vineyards was established in 1970 in the former Pagani Brothers Winery, a historic cellar dating back to 1906. Thoroughly refurbished and modernized, the facility now boasts more than 125 stainless steel fermenting tanks and large oak uprights, and 17,000 small French and American oak barrels, all devoted to Kenwood Vineyards’ “small lot” style of winemaking.",Wineries,Y,Y,N,Y,10:30,16:30,10:30,16:30,10:30,16:30,10:30,16:30,10:30,16:30,10:30,16:30,10:30,16:30,
Kunde Family Estate,9825 Sonoma Hwy,Kenwood,CA,95452,707-282-1537,www.kunde.com,"We are fortunate to offer such a diverse portfolio of 100% estate produced wines. Ultimately, we let the estate decide which varietals are best suited for each of the seven microclimates on our property. The intricacy of this landscape provides a perfect backdrop for a range of varietals to thrive, each handpicked as an ideal match for the estate terroir. As a result, we focus on Sauvignon Blanc, Viognier and Chardonnay for our white wine program, and Merlot, Syrah, Barbera, Zinfandel and Cabernet Sauvignon for our red wine program.",Wineries,Y,Y,Y,Y,10:30,17,10:30,17,10:30,17,10:30,17,10:30,17,10:30,17,10:30,17,
Landmark Vineyards,101 Adobe Canyon Rd,Kenwood,CA,95452,707-833-0218,landmarkwine.com,"The best grapes make the best wines. That is our philosophy and guiding principle.
Located at the foothills of the Mayacamas Mountains on the corner of Highway 12 and Adobe Canyon Road in Sonoma Valley, we offer daily tastings featuring Landmark’s signature wines as well as small-production, winery-only chardonnays and pinot noirs",Wineries,Y,Y,N,Y,10,17,10,17,10,17,10,17,10,17,10,17,10,17,
Larson Family Winery,23355 Millerick Rd,Sonoma,CA,95476,707-938-3031,www.larsonfamilywinery.com,"Larson Family Winery is a fun, family friendly winery located in the heart of the Carneros region of Sonoma. Our beautiful winery sits on 70 acres and lends itself to some of the best views in Sonoma County. Enjoy a unique, one of a kind wine country experience that was once home to the Sonoma Rodeo. We have a passion for producing award-winning, palate-pleasing wines that you won’t find anywhere else. Bring a picnic, play some bocce ball and create great memories! ",Wineries,Y,Y,Y,Y,10,17,10,17,10,17,10,17,10,17,10,17,10,17,
